audio_path,language,reference,hypothesis,latency_s
data/raw/fleurs_subset/en_038.wav,en,this is an important way to distinguish between some verbs and objects, This is an important way to distinguish between some verbs and objects.,0.5695407499999874
data/raw/fleurs_subset/en_039.wav,en,as a result two fish species have become extinct and two others have become endangered including the humpback chub," As a result, two fish species have become extinct and two others have become endangered, including the humpback chub.",0.905744951000031
data/raw/fleurs_subset/en_040.wav,en,but there are a lot of things about birds that still look like a dinosaur, But there are a lot of things about birds that still look like a dinosaur.,0.6822997510000164
data/raw/fleurs_subset/en_041.wav,en,oliver sacks in his paper the president's speech indicated how people who are unable to understand speech because of brain damage are nevertheless able to assess sincerity accurately," Oliver Sacks, in his paper The President's Speech, indicated how people who are unable to understand speech because of brain damage are nevertheless able to assess sincerity accurately.",1.1346219589999578
data/raw/fleurs_subset/en_042.wav,en,"goats seem to have been first domesticated roughly 10,000 years ago in the zagros mountains of iran"," Goats seem to have been first domesticated roughly 10,000 years ago in the Zagros Mountains of Iran.",0.8917469319999896
data/raw/fleurs_subset/en_043.wav,en,travellers are strongly advised to be aware of any risk of severe weather affecting their area as they may affect any travel plans, Travelers are strongly advised to be aware of any risk of severe weather affecting their area as they may affect any travel plans.,0.8978858790000004
data/raw/fleurs_subset/en_044.wav,en,during this period of european history the catholic church which had become rich and powerful came under scrutiny," During this period of European history, the Catholic Church, which had become rich and powerful, came under scrutiny.",0.8287838679999595
data/raw/fleurs_subset/en_045.wav,en,as knowledge of greek declined the west found itself cut off from its greek philosophical and scientific roots," As knowledge of Greek declined, the West found itself cut off from its Greek philosophical and scientific roots.",0.788174730000037
data/raw/fleurs_subset/en_046.wav,en,last week meti announced that apple had informed it of 34 additional overheating incidents which the company called non-serious," Last week, METI announced that Apple had informed it of 34 additional overheating incidents, which the company called non-serious.",1.1980285860000208
data/raw/fleurs_subset/en_047.wav,en,vatican city's population is around 800 it is the smallest independent country in the world and the country with the lowest population, Vatican City population is around 800. It is the smallest independent country in the world and the population,0.9435719049999988
data/raw/fleurs_subset/en_048.wav,en,mrs kirchner announced her intention to run for president at the argentine theatre the same location she used to start her 2005 campaign for the senate as member of the buenos aires province delegation," Mrs. Kirchner announced her intention to run for president at the Argentine Theater, the same location she used to start her 2005 campaign for the Senate as a member of the Buenos Aires Province Delegation.",1.7066314769999735
data/raw/fleurs_subset/en_049.wav,en,the hot chocolate is up to belgian standards fruit juices are pricey but excellent, The hot chocolate is up to Belgian standards. Free juices are pricey but excellent.,0.6934558209999864
data/raw/fleurs_subset/en_050.wav,en,the harbor was the site of an infamous naval standoff in 1889 when seven ships from germany the us and britain refused to leave the harbor," The harbor was the site of an infamous naval standoff in 1889 when seven ships from Germany, the US, and Britain refused to leave the harbor.",1.1137552729999811
data/raw/fleurs_subset/en_051.wav,en,built by the egyptians in the third century bce the great pyramid is one of many large pyramid structures built to honor dead pharaoh," Built by the Egyptians in the 3rd century BCE, the Great Pyramid is one of many large pyramid structures built to honor dead Pharaoh.",1.071527240000023
data/raw/fleurs_subset/en_052.wav,en,a civilization is a singular culture shared by a significant large group of people who live and work co-operatively a society," A civilization is a singular culture shared by a significant large group of people who live and work cooperatively, a society.",0.918390813999963
data/raw/fleurs_subset/en_053.wav,en,to the north and within easy reach is the romantic and fascinating town of sintra and which was made famous to foreigners after a glowing account of its splendours recorded by lord byron," To the north and within easy reach is the romantic and fascinating town of Sintra, and which was made famous to foreigners after a glowing account of its splendors recorded by Lord Brian.",1.3128305789999786
data/raw/fleurs_subset/en_054.wav,en,lion prides act much like packs of wolves or dogs animals surprisingly similar to lions but not other big cats in behavior and also very deadly to their prey," Lion prides act much like packs of wolves or dogs, animals surprisingly similar to lions but not other big cats in behavior and also very deadly to their prey.",1.1488607999999658
data/raw/fleurs_subset/en_055.wav,en,scientists hope to understand how planets form especially how the earth formed since comets collided with the earth long ago," Scientists hope to understand how planets form, especially how the Earth forms since comets collided with the Earth long ago.",0.9096909809999828
data/raw/fleurs_subset/en_056.wav,en,most modern research telescopes are enormous facilities in remote areas with favorable atmospheric conditions, Most modern research telescopes are enormous facilities in remote areas with favorable atmospheric conditions.,0.6381979949999845
data/raw/fleurs_subset/en_057.wav,en,if you have watched the movie national treasure you may think a treasure map was written on the back of the declaration of independence," If you have watched the movie National Treasure, you may think a treasure map was written on the back of the Declaration of Independence.",0.953690172999984
data/raw/fleurs_subset/en_058.wav,en,the sundarbans are the largest littoral mangrove belt in the world stretching 80 km 50 mi into the bangladeshi and indian hinterland from the coast, The Sundarbans are the largest littoral mangrove belt in the world stretching 80 kilometers 50 miles into the Bangladeshi and Indian hinterland from the coast.,1.5406024380000076
data/raw/fleurs_subset/en_059.wav,en,generally speaking two behaviors can emerge as managers begin to lead their former peers. one end of the spectrum is trying to remain  one of the guys” or gals," Generally speaking, two behaviors can emerge as managers begin to lead their former peers. One end of the spectrum is trying to remain one of the guys or gals.",1.4325656629999912
data/raw/fleurs_subset/en_060.wav,en,hydrogen ions are protons that had their electrons stripped off them since hydrogen atoms consist of one proton and one electron, Hydrogen ions are protons that have their electrons stripped off them since hydrogen atoms consist of one proton and one electron.,0.9054870790000108
data/raw/fleurs_subset/en_061.wav,en,the sundarbans are the largest littoral mangrove belt in the world stretching 80 km 50 mi into the bangladeshi and indian hinterland from the coast," The Sundarbans are the largest littoral mangrove belt in the world, stretching 80 kilometers 50 miles into the Bangladeshi and Indian hinterland from the coast.",1.2630640070000254
data/raw/fleurs_subset/en_062.wav,en,throughout 1960s brzezinski worked for john f kennedy as his advisor and then the lyndon b johnson administration, Throughout 1960s Brzezinski worked for John F. Kennedy as his advisor in the Lyndon B. Johnson administration.,0.9505825420000064
data/raw/fleurs_subset/en_063.wav,en,cuomo 53 began his governorship earlier this year and signed a bill last month legalizing same-sex marriage," Cuomo, 53, began his governorship earlier this year and signed a bill last month legalizing same-sex marriage.",0.938563648000013
data/raw/fleurs_subset/en_064.wav,en,television reports show white smoke coming from the plant, Television reports show white smoke coming from the plant.,0.5118548070000202
data/raw/fleurs_subset/en_065.wav,en,the ruling party south west africa people's organisation swapo also retained a majority in the parliamentary elections, The ruling party's Southwest Africa People's Organization also retained a majority in the parliamentary elections.,0.7280350780000049
data/raw/fleurs_subset/en_066.wav,en,nothing can be seen other than the clear beautiful sky above and the many surrounding mountains very little of this world can be seen or heard from inside the cave," Nothing can be seen other than the clear, beautiful sky above and the many surrounding mountains. Very little of this world can be seen or heard from inside the cave.",1.1755034180000052
data/raw/fleurs_subset/en_067.wav,en,first most riders wear riding boots with a heel and a smooth quite narrow sole," First, most riders wearing riding boots with a heel and a smooth, quite narrow sole.",0.7549833709999803
data/raw/fleurs_subset/en_068.wav,en,"since 1966 the sundarbans have been a wildlife sanctuary and it is estimated that there are now 400 royal bengal tigers and about 30,000 spotted deer in the area"," Since 1966 the Sundarbans have been a wildlife sanctuary and is estimated there are now 400 Royal Bengal tigers and about 30,000 spotted deer in the area.",1.1387626670000373
data/raw/fleurs_subset/en_069.wav,en,the plitvice lakes national park is heavily forested mainly with beech spruce and fir trees and features a mixture of alpine and mediterranean vegetation," The Plitvice Lakes National Park is heavily forested, mainly with beech, spruce, and fir trees, and features a mixture of alpine and Mediterranean vegetation.",1.384322410999971
data/raw/fleurs_subset/en_070.wav,en,also after the revolution occupations were open to all male applicants allowing the most ambitious and successful to succeed," Also after the revolution, occupations were open to all male applicants, allowing the most ambitious and successful to succeed.",1.0893947069999967
data/raw/fleurs_subset/en_071.wav,en,the scenes are displayed on the pyramids and the different pyramids are lit up, The scenes are displayed on the pyramids and the different pyramids are lit up.,0.9483134189999872
data/raw/fleurs_subset/en_072.wav,en,these couples may choose to make an adoption plan for their baby, These couples may choose to make an adoption plan for their baby.,0.5839491860000408
data/raw/fleurs_subset/en_073.wav,en,similarly by having a schengen visa you do not need to apply for visas to each of the schengen member countries separately hence saving time money and paperwork," Similarly, by having a Schengen visa, you do not need to apply for visas to each of the Schengen member countries separately, hence saving time, money, and paperwork.",1.336690206999947
data/raw/fleurs_subset/en_074.wav,en,everything in the universe is made of matter all matter is made of tiny particles called atoms, Everything in the universe is made of matter. All matter is made of tiny particles called atoms.,0.7629590430000235
data/raw/fleurs_subset/en_075.wav,en,the find also grants insight into the evolution of feathers in birds, The find also grabs insight into the evolution of feathers and birds.,0.5908253950000244
data/raw/fleurs_subset/en_076.wav,en,the moisture on your hands will react with the outer layers which will feel funny and form a sort of shell, The moisture on your hands will react with the outer layers which will feel funny and form a sort of shell.,0.871227771000008
data/raw/fleurs_subset/en_077.wav,en,this is called a chemical's ph you can make an indicator using red cabbage juice, This is called a chemicals pH. You can make an indicator using red cabbage juice.,0.737100774000055
data/raw/fleurs_subset/en_078.wav,en,only mutations in germ-line cells can be passed on to children while mutations elsewhere can cause cell-death or cancer," Only mutations in germline cells can be passed on to children, while mutations elsewhere can cause cell death or cancer.",0.89733568500003
data/raw/fleurs_subset/en_079.wav,en,the governor's office said nineteen of the injured were police officers, The governor's office said 19 of the injured were police officers.,0.5604287240000758
data/raw/fleurs_subset/en_080.wav,en,in its early days the show was featured solely at the long-running internet radio site toginet radio a site focused on talk radio," In its early days, the show was featured solely at the long-running internet radio site TokiNet Radio, a site focused on talk radio.",1.084437885000057
data/raw/fleurs_subset/en_081.wav,en,the giza plateau or giza necropolis in the egyptian valley of the dead contains several pyramids of which the great pyramid is the largest several small tombs several temples and the great sphinx," The Giza Plateau or Giza Necropolis in the Egyptian Valley of the Dead contains several pyramids of which the Great Pyramid is the largest, several tombs, several temples, and the Great Sphinx.",1.5965387369999462
data/raw/fleurs_subset/en_082.wav,en,these couples may choose to make an adoption plan for their baby, These couples may choose to make an adoption plan for their baby.,0.596016580999958
data/raw/fleurs_subset/en_083.wav,en,usa gymnastics and the usoc have the same goal making the sport of gymnastics and others as safe as possible for athletes to follow their dreams in a safe positive and empowered environment," USA Gymnastics and the USOC have the same goal, making the sport of gymnastics and others as safe as possible for athletes to follow their dreams in a safe, positive, and empowered environment.",1.799391574000083
data/raw/fleurs_subset/en_084.wav,en,ms is a disease that affects the central nervous system which is made up of the brain the spinal cord and the optic nerve," MS is a disease that affects the central nervous system, which is made up of the brain, the spinal cord, and the optic nerve.",1.2268466259999968
data/raw/fleurs_subset/en_085.wav,en,sharing a field trip virtually is also a great way to reflect a on a trip and share experiences with future classes, Sharing a field trip virtually is also a great way to reflect on a trip and share experiences with future classes.,0.8745924690000493
data/raw/fleurs_subset/en_086.wav,en,everyone participates in society and uses transportation systems almost everyone complains about transportation systems, Everyone participates in society and uses transportation systems. Almost everyone complains about transportation systems.,0.7462863520000838
data/raw/fleurs_subset/en_087.wav,en,muhammad was deeply interested in matters beyond this mundane life. he used to frequent a cave that became known as  hira‘” on the mountain of  noor” light for contemplation," Muhammad was deeply interested in matters beyond this mundane life. He used to frequent a cave that became known as Hira on the mountain of Nur, light for contemplation.",1.2212056549999488
data/raw/fleurs_subset/en_088.wav,en,on some routes the larger companies have their own planes but for other routes and smaller firms there was a problem," On some routes, the larger companies have their own planes, but for other routes and smaller firms, there was a problem.",0.9717611349999516
data/raw/fleurs_subset/en_089.wav,en,the parade of buildings that make the hong kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of victoria harbour, The parade of buildings that make the Hong Kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of Victoria Harbor.,1.24300670599996
data/raw/fleurs_subset/en_090.wav,en,the aspect ratio of this format dividing by twelve to obtain the simplest whole-number ratio is therefore said to be 3:2," The aspect ratio of this format, dividing by 12 to obtain the simplest whole number ratio, is therefore said to be 3 to 2.",1.0098320310000872
data/raw/fleurs_subset/en_091.wav,en,the age where the events took place is commonly referred as the high middle ages the period of european history in the 11th 12th and 13th centuries ad 1000–1300," The age where the events took place is commonly referred as the High Middle Ages, the period of European history in the 11th, 12th, and 13th centuries, A.D. 1000-1300.",1.4869389489999776
data/raw/fleurs_subset/en_092.wav,en,it states that the most effective place for the main subject is at the intersection of lines dividing the image into thirds vertically and horizontally see example, It states that the most effective place for the main subject is at the intersection of lines dividing the image into vertically and horizontally. See example.,1.0358772390000013
data/raw/fleurs_subset/en_093.wav,en,cuomo 53 began his governorship earlier this year and signed a bill last month legalizing same-sex marriage," Cuomo, 53, began his governorship earlier this year and signed a bill last month legalizing same-sex marriage.",1.0795623140000998
data/raw/fleurs_subset/en_094.wav,en,it may also be beneficial for one to buy a wild card which provides entry to either selections of parks in south africa or all of the south african national parks," It may also be beneficial for one to buy a wildcard, which provides entry to either selections of parks in South Africa or all of the South African national parks.",1.509671346999994
data/raw/fleurs_subset/en_095.wav,en,the same month saw another airliner overrun a runway at mashhad and strike a wall killing seventeen," The same month saw another airliner overrun a runway at Michaud and strike a wall, killing 17.",1.0128387580000435
data/raw/fleurs_subset/en_096.wav,en,the find also grants insight into the evolution of feathers in birds, The find also grants insight into the evolution of feathers in birds.,0.6122589580000977
data/raw/fleurs_subset/en_097.wav,en,mosasaurus was the apex predator of its time so it feared nothing except other mosasaurs," Mosoceros was the apex predator of its time, so it feared nothing except other Mosoceros.",0.8151482090000854
data/raw/fleurs_subset/en_098.wav,en,six hostages including the children and elderly were released early as were the filipino photographers," Six hostages, including the children elderly, were released early, as were the Filipino photographers.",0.7630097220001062
data/raw/fleurs_subset/en_099.wav,en,beyond wednesday's event carpanedo competed in two individual races at the championships," Beyond Wednesday's event, Carpenado competed in two individual races at the championships.",0.7123385319999898
data/raw/fleurs_subset/fr_000.wav,fr,l'accident a eu lieu en terrain montagneux et il semblerait que cela ait été causé par un incendie malveillant, L'accident a eu lieu en terrain montagneux et il semblerait que cela ait été causé par un incendie malveillant.,1.1785116070000186
data/raw/fleurs_subset/fr_001.wav,fr,nous sommes d'accord avec la déclaration de l'usoc comité olympique des états-unis selon laquelle les intérêts de nos athlètes et de nos clubs ainsi que de leur sport pourraient être mieux servis. cela peut être fait en allant de l'avant et en procédant plutôt à des changements significatifs au sein de notre organisation qu'à la révocation d'accréditation," Nous sommes d'accord avec la déclaration de l'USOC, Comité Olympique des États-Unis, selon laquelle les intérêts de nos athlètes et de nos clubs, ainsi que de leur sport, pourraient être mieux servis. Cela peut être fait en allant de l'avant et en procédant plutôt à des changements significatifs au sein de notre organisation qu'à la révocation d'accréditation.",3.0993065979999983
data/raw/fleurs_subset/fr_002.wav,fr,il a ajouté qu’« on ne devrait cependant pas leur demander d’assumer des obligations qui dépassent leur stade de développement leur responsabilité et leurs capacités. »," Il a ajouté qu'on ne devrait cependant pas leur demander d'assumer des obligations qui dépassent leur stade de développement, leurs responsabilités et leurs capacités.",1.3953478050000283
data/raw/fleurs_subset/fr_003.wav,fr,le rugissement du tigre ne ressemble pas au rugissement ample du lion mais plutôt à une phrase dont les mots seraient des cris et des grondements," L'enregistrement du tigre ne ressemble pas à un enregistrement en plurian, mais plutôt à une phrase dont les mots seraient des cris et des grondements.",1.6537260439999957
data/raw/fleurs_subset/fr_004.wav,fr,le même mois un autre avion de ligne a fait une sortie de piste à mashhad et a heurté un mur tuant ainsi dix-sept personnes," Le même mois, un autre avion de ligne a fait une sortie de piste à Machad et heurté un mur, tuant ainsi 17 personnes.",1.5328808499999695
data/raw/fleurs_subset/fr_005.wav,fr,giancarlo fisichella a perdu le contrôle de sa voiture et a terminé la course peu après le démarrage, Jean-Carlo Fichella a perdu le contrôle de sa voiture et a terminé la course peu après le démarrage.,1.0055396999999855
data/raw/fleurs_subset/fr_006.wav,fr,malgré le net avantage de del potro pendant le deuxième set il a fallu passer par un tie-break une fois que le score a atteint 6-6," Malgré le net avantage de Del Potro pendant le deuxième set, il a fallu passer par un tie-break une fois que le score atteint 6-6.",1.2501070889999255
data/raw/fleurs_subset/fr_007.wav,fr,malheureusement il est difficile d'étudier le flux de circulation car le comportement des conducteurs ne peut être prédit avec cent pour cent de certitude," Malheureusement, il est difficile d'étudier le flux de circulation car les comportements des conducteurs ne peuvent être prédits avec 100% de certitude.",1.259190540000077
data/raw/fleurs_subset/fr_008.wav,fr,les deux composés réagissent l'un avec l'autre pour former des cristaux qui peuvent bloquer la fonction rénale ont déclaré des chercheurs de l'université," Les deux composés réagissent l'un avec l'autre pour former des cristaux qui peuvent bloquer la fonction rénale, ont déclaré des chercheurs de l'université.",1.4179225060000815
data/raw/fleurs_subset/fr_009.wav,fr,par exemple des étudiants de l'école bennet en caroline du nord conçoivent chaque année un site web consacré à leur visite de la capitale de l'état chaque année le site est remis à jour mais les anciennes versions sont conservées en ligne pour servir d'album," Par exemple, des étudiants de l'école Bénet en Caroline du Nord conçoivent chaque année un site web consacré à leur visite de la capitale de l'État. Chaque année, le site est remis à jour et les anciennes versions sont conservées en ligne pour servir d'album.",2.2771401600000445
data/raw/fleurs_subset/fr_010.wav,fr,par exemple le format de photographie le plus courant au monde est le 35 mm c'était le format de pellicule le plus répandu à la fin de l'ère des films analogiques," Par exemple, le format de photographie le plus courant du monde est le 35 mm. C'était le format de pellicule le plus répandu à la fin de l'ère des films analogiques.",1.477699529000006
data/raw/fleurs_subset/fr_011.wav,fr,tout bien considéré nous ne devrions pas être surpris si nos propres ancêtres ont résolu leur « problème de protéines » un peu de la même manière que les chimpanzés de la savane le font aujourd'hui," Tout bien considéré, nous ne devrions pas être surpris si nos propres ancêtres ont résolu leurs problèmes de protéines un peu de la même manière que les chimpanzés de la savane le font aujourd'hui.",1.9695688169999808
data/raw/fleurs_subset/fr_012.wav,fr,le bus 403 de scotturb se rend régulièrement à sintra avec un arrêt à cabo da roca, Le bus 403 de Scotturban se rend régulièrement à Sintra avec un arrêt à Cabo da Roca.,1.35712029299998
data/raw/fleurs_subset/fr_013.wav,fr,les troupes de lions agissent comme des meutes de loups ou de chiens des animaux étonnamment semblables aux lions mais pas aux autres grands félins dans leur comportement et aussi très mortels pour leurs proies," Les troupes de lions agissent comme des meutes de loups ou de chiens, des animaux étonnamment semblables aux lions, mais pas aux autres grands félins, dont leur comportement est aussi très mortel pour leur proie.",1.9011049819999928
data/raw/fleurs_subset/fr_014.wav,fr,sa réputation en tant qu'épicentre du luxe a débuté aux environs de l'an 400 et duré jusqu'à 1100 environ, Sa réputation en tant qu'épicentre du luxe a débuté aux environs de l'an 400 et a duré jusqu'à 1100 environ.,1.2747127110000065
data/raw/fleurs_subset/fr_015.wav,fr,la professeur pamela ferguson de l’université de dundee note que « les journalistes semblent suivre une ligne dangereuse s’ils publient des photos etc. de suspects »," La professeure Pamela Ferguson de l'université de Dundee note que les journalistes semblent suivre une ligne dangereuse s'ils publient des photos, etc. de suspects.",1.42720793400008
data/raw/fleurs_subset/fr_016.wav,fr,mais ces plans sont devenus obsolètes presque du jour au lendemain quand plus de 800 000 soldats de l’armée rouge de l’union soviétique sont arrivés et ont créé le front biélorusse et ukrainien après avoir envahi les régions est de la pologne violant ainsi le traité de paix de riga le pacte de non-agression soviéto-polonais ainsi que d’autres traités internationaux qu’ils soient bilatéraux ou multilatéraux," Mais ces plans sont devenus obsolètes presque du jour au lendemain, quand plus de 800 000 soldats de l'armée rouge de l'Union soviétique sont arrivés et ont créé le front biélorusse et ukrainien après avoir envahi les régions est de la Pologne, violant ainsi le traité de la paix de Riga, le pacte de non-agression sovieto-polonais, ainsi que d'autres traités internationaux, qu'ils soient bilatéraux ou multilatéraux.",3.947667250999984
data/raw/fleurs_subset/fr_017.wav,fr,la plupart des petites îles sont des nations indépendantes ou associées à la france et sont connues pour être des stations balnéaires de luxe, La plupart des petites îles sont des nations indépendantes ou associées à la France et sont connues pour être des stations bannères de luxe.,1.1938119420000248
