audio_path	language	reference	hypothesis	latency_s
fleurs_100/en_017.wav	en	the term safari in popular use refers to overland travel to view the stunning african wildlife particularly on savanna	 The term safari in popular loose refers to overland travel to view the stunning African wildlife, particularly on savanna.	1.2217537230000062
fleurs_100/en_018.wav	en	but there are a lot of things about birds that still look like a dinosaur	 But there are a lot of things about birds that still look like a dinosaur.	0.7573061180000309
fleurs_100/en_019.wav	en	women it is recommended that any women travellers say that they are married regardless of actual marital status	 Women. It is recommended that any women travelers say that they are married regardless of actual marital status.	0.8852727039999877
fleurs_100/en_020.wav	en	in some areas boiling water for a minute is enough in others several minutes are needed	 In some areas, boiling water for a minute is enough and other several minutes are needed.	0.7912275990000239
fleurs_100/en_021.wav	en	anyone who's going to drive at high latitudes or over mountain passes should consider the possibility of snow ice or freezing temperatures	 Anyone who is going to drive at hot latitudes or over mountain passes should consider the possibility of snow, ice, or freezing temperatures.	1.0096691499999793
fleurs_100/en_022.wav	en	as a result two fish species have become extinct and two others have become endangered including the humpback chub	 As a result, two fish species have become extinct and two others have become endangered, including the humpback chub.	0.9431589959999656
fleurs_100/en_023.wav	en	it was ruled by the vichy french these were french people who had made peace with the germans in 1940 and worked with the invaders instead of fighting them	 It was ruled by the Vicky French. These were French people who had made peace with the Germans in 1940 and worked with the invaders instead of fighting them.	1.1304491370000278
fleurs_100/en_024.wav	en	on 15 august 1940 the allies invaded southern france the invasion was called operation dragoon	 On August 15, 1940, the Allies invaded southern France and the invasion was called Operation Dragoon.	0.8827398640000297
fleurs_100/en_025.wav	en	alloys are basically a mixture of two or more metals don't forget that there are many elements on the periodic table	 Alloys are basically a mixture of two or more metals. Don't forget there are many elements on the PRI table.	0.93798697699998
fleurs_100/en_026.wav	en	for example each year students from bennet school in north carolina design a website about their trip to the state capital each year the website gets remodeled but old versions are kept online to serve as a scrapbook	 For example, each year students from Bennett School in North Carolina design a website about their trip to the state capitol. Each year the website gets remodeled, but older versions are kept online to serve as a scrapbook.	1.4535318939999797
fleurs_100/en_027.wav	en	his work is of such recognized quality and detail that he is one of the very few household names among philatelists some specialize in collecting his work alone	 His work is of such recognized quality and detail that he is one of the very few household names among Philatelists. Sons specialize in collecting his work alone.	1.2647844780000241
fleurs_100/en_028.wav	en	danielle lantagne a un expert on the disease stated the outbreak was likely caused by the peacekeepers	 Danielle Lantegui, a UN expert on the disease, stated that outbreak was likely caused by the peacekeepers.	1.1148199819999718
fleurs_100/en_029.wav	en	the other nominations include best picture director cinematography costume design film-editing original score production design sound editing sound mixing and original screenplay	 The other nominations include Best Picture, Director, Cinematography, Cosmetic Design, Film Editing, Original Score, Production Design, Sound Editing, Sound Mixing, and Original Screenplay.	1.5947204710000165
fleurs_100/en_030.wav	en	virtual teams are held to the same standards of excellence as conventional teams but there are subtle differences	 Virtual teams are held to the same standard of excellence as conventional teams, but there are subtle differences.	0.8418200660000252
fleurs_100/en_031.wav	en	in the north the region is bounded by the sahel and in the south and west by the atlantic ocean	 In the north, the region is bounded by the Sahel, and in the south and west by the Atlantic Ocean.	0.9325118790000033
fleurs_100/en_032.wav	en	a well rounded athlete the tiger can climb though not well swim leap great distances and pull with five times the force of a strong human	 A well-rounded athlete, the Tiger can climb, though not well, swim, leap great distances, and pull with five times the force of a strong human.	1.1518842360000008
fleurs_100/en_033.wav	en	he was subsequently relocated to addenbrooke's hospital in cambridge	 He was subsequently relocated to Addenbrook's Hospital in Cambridge.	0.7211130759999946
fleurs_100/en_034.wav	en	the pyramid sound and light show is one of the most interesting things in the area for kids	 The Pyramid, Sound and Light Show is one of the most interesting things in the area for kids.	0.9017795449999539
fleurs_100/en_035.wav	en	due to the underwater topology the return flow is concentrated at a few deeper sections and a fast current to deep water may form there	 Due to the underwater topology, the return flow is concentrated at a few deeper sections and a fast current to deep water may form there.	1.0530763939999588
fleurs_100/en_036.wav	en	the crash occurred high up in mountainous terrain and is believed to have been the result of hostile fire	 The crash occurred high up in mountainous terrain and is believed to have been the result of hostile fire.	0.8868589429999929
fleurs_100/en_037.wav	en	blogs can also help improve student writing while students often begin their blog experience with sloppy grammar and spelling the presence of an audience generally changes that	 Blogs can also help improve student writing. While students often begin their blog experience with sloppy grammar and spelling, the presence of an audience generally changes that.	1.1372034550000194
fleurs_100/en_038.wav	en	this is an important way to distinguish between some verbs and objects	 This is an important way to distinguish between some verbs and objects.	0.709541167999987
fleurs_100/en_039.wav	en	as a result two fish species have become extinct and two others have become endangered including the humpback chub	 As a result, two fish species have become extinct and two others have become endangered, including the humpback chub.	0.9692708540000012
fleurs_100/en_040.wav	en	but there are a lot of things about birds that still look like a dinosaur	 But there are a lot of things about birds that still look like a dinosaur.	0.868074938999996
fleurs_100/en_041.wav	en	oliver sacks in his paper the president's speech indicated how people who are unable to understand speech because of brain damage are nevertheless able to assess sincerity accurately	 Oliver Sacks, in his paper, The President's Speech, indicated how people who are unable to understand speech because of brain damage are nevertheless able to assess sincerity accurately.	1.5493024749999904
fleurs_100/en_042.wav	en	goats seem to have been first domesticated roughly 10,000 years ago in the zagros mountains of iran	 Goats seem to have been first domesticated roughly 10,000 years ago in the Zagros Mountains of Iran.	0.9654283809999811
fleurs_100/en_043.wav	en	travellers are strongly advised to be aware of any risk of severe weather affecting their area as they may affect any travel plans	 Travelers are strongly advised to be aware of any risk of severe weather affecting their area as it may affect any travel plans.	0.9845958299999893
fleurs_100/en_044.wav	en	during this period of european history the catholic church which had become rich and powerful came under scrutiny	 During this period of European history, the Catholic Church, which had become rich and powerful, came under scrutiny.	0.9209513520000314
fleurs_100/en_045.wav	en	as knowledge of greek declined the west found itself cut off from its greek philosophical and scientific roots	 As knowledge of Greek declined, the West found itself cut off from its Greek philosophical and scientific roots.	0.851879050999969
fleurs_100/en_046.wav	en	last week meti announced that apple had informed it of 34 additional overheating incidents which the company called non-serious	 Last week, METI announced that Apple had informed it of 34 additional overheating incidents, which the company called non-serious.	1.034621866000009
fleurs_100/en_047.wav	en	vatican city's population is around 800 it is the smallest independent country in the world and the country with the lowest population	 Vatican City population is around 800. It is the smallest independent country in the world and the population.	0.8498323479999499
fleurs_100/en_048.wav	en	mrs kirchner announced her intention to run for president at the argentine theatre the same location she used to start her 2005 campaign for the senate as member of the buenos aires province delegation	 Mrs. Kirchner announced her intention to run for president at the Argentine theater, same location she used to start her 2005 campaign for the Senate as a member of the Buenos Aires province delegation.	1.3238648610000041
fleurs_100/en_049.wav	en	the hot chocolate is up to belgian standards fruit juices are pricey but excellent	 The hot chocolate is up to Belgian standards. Free juices are pricey but excellent.	0.7824072219999607
fleurs_100/en_050.wav	en	the harbor was the site of an infamous naval standoff in 1889 when seven ships from germany the us and britain refused to leave the harbor	 The harbor was the site of an infamous naval standoff in 1889 when seven ships from Germany, the US and Britain refused to leave the harbor.	1.0983901440000068
fleurs_100/en_051.wav	en	built by the egyptians in the third century bce the great pyramid is one of many large pyramid structures built to honor dead pharaoh	 Built by the Egyptians in the 3rd century BCE, the Great Pyramid is one of many large pyramid structures built to honor dead pharaoh.	1.1893214370000464
fleurs_100/en_052.wav	en	a civilization is a singular culture shared by a significant large group of people who live and work co-operatively a society	 A civilization is a singular culture shared by a significant large group of people who live and work cooperatively, a society.	1.1105088340000293
fleurs_100/en_053.wav	en	to the north and within easy reach is the romantic and fascinating town of sintra and which was made famous to foreigners after a glowing account of its splendours recorded by lord byron	 To the north and within easy reach is the romantic and fascinating town of Sintra, and which was made famous to foreigners after a glowing account of its splendors recorded by Lord Brian.	1.6195579540000153
fleurs_100/en_054.wav	en	lion prides act much like packs of wolves or dogs animals surprisingly similar to lions but not other big cats in behavior and also very deadly to their prey	 Lion prides act much like packs of wolves or dogs, animals surprisingly similar to lions but not other big cats in behavior and also very deadly to their prey.	1.1465872070000387
fleurs_100/en_055.wav	en	scientists hope to understand how planets form especially how the earth formed since comets collided with the earth long ago	 Scientists hope to understand how planets form, especially how the Earth forms since comets collided with the Earth long ago.	0.949519639000016
fleurs_100/en_056.wav	en	most modern research telescopes are enormous facilities in remote areas with favorable atmospheric conditions	 Most modern research telescopes are enormous facilities in remote areas with favorable atmospheric conditions.	0.7269569009999941
fleurs_100/en_057.wav	en	if you have watched the movie national treasure you may think a treasure map was written on the back of the declaration of independence	 If you have watched the movie National Treasure, you may think a treasure map was written on the back of the Declaration of Independence.	0.9980345690000263
fleurs_100/en_058.wav	en	the sundarbans are the largest littoral mangrove belt in the world stretching 80 km 50 mi into the bangladeshi and indian hinterland from the coast	 The Sundarbans are the largest littoral mangrove belt in the world stretching 80 kilometers, 50 miles into the Bangladeshi and Indian hinterland from the coast.	1.2072426390000146
fleurs_100/en_059.wav	en	generally speaking two behaviors can emerge as managers begin to lead their former peers. one end of the spectrum is trying to remain  one of the guys” or gals	 Generally speaking, two behaviors can emerge as managers begin to lead their former peers. One end of the spectrum is trying to remain one of the guys or gals.	1.1608830229999967
fleurs_100/en_060.wav	en	hydrogen ions are protons that had their electrons stripped off them since hydrogen atoms consist of one proton and one electron	 Hydrogen ions are protons that had their electrons stripped off them since hydrogen atoms consist of one proton and one electron.	0.922894886999984
fleurs_100/en_061.wav	en	the sundarbans are the largest littoral mangrove belt in the world stretching 80 km 50 mi into the bangladeshi and indian hinterland from the coast	 The Sundarbans are the largest littoral mangrove bell in the world stretching 80 kilometers, 50 miles into the Bangladeshi and Indian hinterland from the coast.	1.2068177699999865
fleurs_100/en_062.wav	en	throughout 1960s brzezinski worked for john f kennedy as his advisor and then the lyndon b johnson administration	 Throughout 1960s, Brzezinski worked for John F. Kennedy as his advisor and then the Lyndon B. Johnson administration.	1.0170306060000485
fleurs_100/en_063.wav	en	cuomo 53 began his governorship earlier this year and signed a bill last month legalizing same-sex marriage	 QOMO 53 began his governorship earlier this year and signed a bill last month legalizing same-sex marriage.	1.1141674030000104
fleurs_100/en_064.wav	en	television reports show white smoke coming from the plant	 Television reports show white smoke coming from the plant.	0.7255839460000288
fleurs_100/en_065.wav	en	the ruling party south west africa people's organisation swapo also retained a majority in the parliamentary elections	 The ruling party's South West Africa People's Organization also retain a majority in the parliamentary elections.	0.9600033090000011
fleurs_100/en_066.wav	en	nothing can be seen other than the clear beautiful sky above and the many surrounding mountains very little of this world can be seen or heard from inside the cave	 Nothing can be seen other than the clear, beautiful sky above and the many surrounding mountains. Very little of this world can be seen or heard from inside the cave.	1.182485583000016
fleurs_100/en_067.wav	en	first most riders wear riding boots with a heel and a smooth quite narrow sole	 First, most riders wearing riding boots with a heel and a smooth, quite narrow sole.	0.8159171529999867
fleurs_100/en_068.wav	en	since 1966 the sundarbans have been a wildlife sanctuary and it is estimated that there are now 400 royal bengal tigers and about 30,000 spotted deer in the area	 Since 1966, the Sundar Bans have been a wildlife sanctuary and it is estimated there are now 400 Royal Bengal Tigers and about 30,000 spotted deer in the area.	1.1999341559999834
fleurs_100/en_069.wav	en	the plitvice lakes national park is heavily forested mainly with beech spruce and fir trees and features a mixture of alpine and mediterranean vegetation	 The Plitvice Lakes National Park is heavily forested, mainly with beech, spruce, and fir trees, and features a mixture of alpine and Mediterranean vegetation.	1.2517458500000203
fleurs_100/en_070.wav	en	also after the revolution occupations were open to all male applicants allowing the most ambitious and successful to succeed	 Also after the revolution, occupations for open-to-all male applicants allowing the most ambitious and successful to succeed.	0.9701436239999452
fleurs_100/en_071.wav	en	the scenes are displayed on the pyramids and the different pyramids are lit up	 The scenes are displayed on the pyramids and the different pyramids are lit up.	0.7810612659999947
fleurs_100/en_072.wav	en	these couples may choose to make an adoption plan for their baby	 These couples may choose to make an adoption plan for their baby.	0.6915376589999482
fleurs_100/en_073.wav	en	similarly by having a schengen visa you do not need to apply for visas to each of the schengen member countries separately hence saving time money and paperwork	 Similarly, by having a Schingen visa, you do not need to apply for visas to each of the Schingen member countries separately, hence saving time, money, and paperwork.	1.2484189209999954
fleurs_100/en_074.wav	en	everything in the universe is made of matter all matter is made of tiny particles called atoms	 Everything in the universe is made of matter. All matter is made of tiny particles called atoms.	0.8350874260000296
fleurs_100/en_075.wav	en	the find also grants insight into the evolution of feathers in birds	 The find also grats insight into the evolution of feathers and birds.	0.8066039349999983
fleurs_100/en_076.wav	en	the moisture on your hands will react with the outer layers which will feel funny and form a sort of shell	 The moisture on your hands will react with the outer layers which will feel funny and form a sort of shell.	1.0758525230000373
fleurs_100/en_077.wav	en	this is called a chemical's ph you can make an indicator using red cabbage juice	 This is called a chemicals pH. You can make an indicator using red cabbage juice.	0.9793674009999904
fleurs_100/en_078.wav	en	only mutations in germ-line cells can be passed on to children while mutations elsewhere can cause cell-death or cancer	 Only mutations in germline cells can be passed on to children, while mutations elsewhere can cause cell death or cancer.	0.9288692709999964
fleurs_100/en_079.wav	en	the governor's office said nineteen of the injured were police officers	 The governor's office said 19 of the injured were police officers.	0.6934599379999895
fleurs_100/en_080.wav	en	in its early days the show was featured solely at the long-running internet radio site toginet radio a site focused on talk radio	 In its early days the show was featured solely at the long-running internet radio site Toki Net Radio a site focused on talk radio.	1.0562506890000236
fleurs_100/en_081.wav	en	the giza plateau or giza necropolis in the egyptian valley of the dead contains several pyramids of which the great pyramid is the largest several small tombs several temples and the great sphinx	 The Giza Plateau or Giza Necropolis in the Egyptian Valley of the Dead contains several pyramids of which the Great Pyramid is the largest, several tombs, several temples, and the Great Sphinx.	1.5351885949999655
fleurs_100/en_082.wav	en	these couples may choose to make an adoption plan for their baby	 These couples may choose to make an adoption plan for their baby.	0.7140263330000494
fleurs_100/en_083.wav	en	usa gymnastics and the usoc have the same goal making the sport of gymnastics and others as safe as possible for athletes to follow their dreams in a safe positive and empowered environment	 USA Gymnastics and the USOC have the same goal, making the sport of gymnastics and others as safe as possible for athletes to follow their dreams in a safe, positive, and empowered environment.	1.3408388750000313
fleurs_100/en_084.wav	en	ms is a disease that affects the central nervous system which is made up of the brain the spinal cord and the optic nerve	 MS is a disease that affects the central nervous system, which is made up of the brain, the spinal cord, and the optic nerve.	1.0593565199999944
fleurs_100/en_085.wav	en	sharing a field trip virtually is also a great way to reflect a on a trip and share experiences with future classes	 Sharing a field trip virtually is also a great way to reflect on a trip and share experiences with future classes.	0.9178025300000172
fleurs_100/en_086.wav	en	everyone participates in society and uses transportation systems almost everyone complains about transportation systems	 Everyone participates in society and uses transportation systems. Almost everyone complains about transportation systems.	0.8606883760000414
fleurs_100/en_087.wav	en	muhammad was deeply interested in matters beyond this mundane life. he used to frequent a cave that became known as  hira‘” on the mountain of  noor” light for contemplation	 Muhammad was deeply interested in matters beyond this mundane life. He used to frequent a cave that became known as Hira on the mountain of Noor, light for contemplation.	1.400836517000016
fleurs_100/en_088.wav	en	on some routes the larger companies have their own planes but for other routes and smaller firms there was a problem	 On some routes, the larger companies have their own planes, but for other routes and smaller firms, there was a problem.	1.152424687000007
fleurs_100/en_089.wav	en	the parade of buildings that make the hong kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of victoria harbour	 The parade of buildings that make the Hong Kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of Victoria Harbor.	1.3821740509999927
fleurs_100/en_090.wav	en	the aspect ratio of this format dividing by twelve to obtain the simplest whole-number ratio is therefore said to be 3:2	 The aspect ratio of this format dividing by 12 to obtain the simplest whole number ratio is therefore said to be 3 to 2.	0.9751969810000105
fleurs_100/en_091.wav	en	the age where the events took place is commonly referred as the high middle ages the period of european history in the 11th 12th and 13th centuries ad 1000–1300	 The age where the events took place is commonly referred as the High Middle Ages, the period of European history in the 11th, 12th, and 13th centuries AD 1000 to 1300.	1.2824662980000312
fleurs_100/en_092.wav	en	it states that the most effective place for the main subject is at the intersection of lines dividing the image into thirds vertically and horizontally see example	 It states that the most effective place for the main subject is at the intersection of lines dividing the image into vertically and horizontally. See example.	1.072156968999991
fleurs_100/en_093.wav	en	cuomo 53 began his governorship earlier this year and signed a bill last month legalizing same-sex marriage	 Qomo 53 began his governorship earlier this year and signed a bill last month legalizing same-sex marriage.	0.9429787540000234
fleurs_100/en_094.wav	en	it may also be beneficial for one to buy a wild card which provides entry to either selections of parks in south africa or all of the south african national parks	 It may also be beneficial for one to buy a wild card, which provides entry to either selections of parks in South Africa or all of the South African national parks.	1.1776065889999927
fleurs_100/en_095.wav	en	the same month saw another airliner overrun a runway at mashhad and strike a wall killing seventeen	 The same month saw another airliner overrun a runway at Michonne and strike a wall, killing 17.	0.9198174990000325
fleurs_100/en_096.wav	en	the find also grants insight into the evolution of feathers in birds	 The find also grants insight into the evolution of feathers and birds.	0.7004545670000084
fleurs_100/en_097.wav	en	mosasaurus was the apex predator of its time so it feared nothing except other mosasaurs	 Mosoceris was the apex predator of its time so it feared nothing except other Mosoceris.	0.8954570689999741
fleurs_100/en_098.wav	en	six hostages including the children and elderly were released early as were the filipino photographers	 Six sausages including the children elderly were released early as were the Filipino photographers.	0.7532705939999573
fleurs_100/en_099.wav	en	beyond wednesday's event carpanedo competed in two individual races at the championships	 Beyond Wednesday's event, Carpinedo competed in two individual races at the championships.	1.0112917889999835
fleurs_100/fr_000.wav	fr	l'accident a eu lieu en terrain montagneux et il semblerait que cela ait été causé par un incendie malveillant	 L'accident a eu lieu en terrain montagneux et il semblerait que cela a été causé par un incendie malveillant.	1.4226056560000302
fleurs_100/fr_001.wav	fr	nous sommes d'accord avec la déclaration de l'usoc comité olympique des états-unis selon laquelle les intérêts de nos athlètes et de nos clubs ainsi que de leur sport pourraient être mieux servis. cela peut être fait en allant de l'avant et en procédant plutôt à des changements significatifs au sein de notre organisation qu'à la révocation d'accréditation	 Nous sommes d'accord avec la déclaration de l'USOC, comité olympique des États-Unis, selon laquelle les intérêts de nos athlètes et de nos clubs ainsi que de leur sport pour t'être mieux servis. Cela peut être fait en allant de l'avant et en procédant plutôt à des changements significatifs au sein de notre organisation qu'à la révocation d'accréditation.	2.715368269999999
fleurs_100/fr_002.wav	fr	il a ajouté qu’« on ne devrait cependant pas leur demander d’assumer des obligations qui dépassent leur stade de développement leur responsabilité et leurs capacités. »	 Il a ajouté qu'on ne devrait cependant pas leur demander d'assumer des obligations qui dépassent leur stade de développement, leurs responsabilités et leurs capacités.	1.3072631520000186
fleurs_100/fr_003.wav	fr	le rugissement du tigre ne ressemble pas au rugissement ample du lion mais plutôt à une phrase dont les mots seraient des cris et des grondements	 L'enregistrement du tigre ressemble pas au enregistrement en plus du riant, mais plutôt à une phrase dont les mots seraient des cris et des gondements.	1.3336966009999855
fleurs_100/fr_004.wav	fr	le même mois un autre avion de ligne a fait une sortie de piste à mashhad et a heurté un mur tuant ainsi dix-sept personnes	 Le même mois, un autre avion de ligne a fait une sortie de piste à Machade et heurté un mur, tuant ainsi 17 personnes.	1.1712892640000518
fleurs_100/fr_005.wav	fr	giancarlo fisichella a perdu le contrôle de sa voiture et a terminé la course peu après le démarrage	 Jean-Carlo Ficella a perdu le contrôle de sa voiture et a terminé la course peu après le démarrage.	1.0266277659999332
fleurs_100/fr_006.wav	fr	malgré le net avantage de del potro pendant le deuxième set il a fallu passer par un tie-break une fois que le score a atteint 6-6	 Malgré le net avantage de Delpotro pendant le 2ème set, il a fallu passer par un tiebreak une fois que le score atteint 6-6.	1.2540057670000806
fleurs_100/fr_007.wav	fr	malheureusement il est difficile d'étudier le flux de circulation car le comportement des conducteurs ne peut être prédit avec cent pour cent de certitude	 Malheureusement, il est difficile d'étudier le flux de circulation car les comportements des conducteurs ne peuvent être prédis avec 100% de certitude.	1.2306295610000006
fleurs_100/fr_008.wav	fr	les deux composés réagissent l'un avec l'autre pour former des cristaux qui peuvent bloquer la fonction rénale ont déclaré des chercheurs de l'université	 Les deux composés réagissent l'un avec l'autre pour former des cristaux qui peuvent bloquer la fonction rénale, ont déclaré des chercheurs de l'université.	1.7271066199999723
fleurs_100/fr_009.wav	fr	par exemple des étudiants de l'école bennet en caroline du nord conçoivent chaque année un site web consacré à leur visite de la capitale de l'état chaque année le site est remis à jour mais les anciennes versions sont conservées en ligne pour servir d'album	 Par exemple, des étudiants de l'école Bénet en Caroline du Nord conçoivent chaque année un site web concentré à leur visite de la capitale de l'État. Chaque année, le site est remis à jour, mais les anciennes versions sont conservées en ligne pour servir d'album.	2.310563755999965
fleurs_100/fr_010.wav	fr	par exemple le format de photographie le plus courant au monde est le 35 mm c'était le format de pellicule le plus répandu à la fin de l'ère des films analogiques	 Par exemple, le format de photographie le plus courant du monde est le 35mm. C'était le format de pellicule le plus répondu à la fin de l'ère des films analogiques.	1.4380000010000913
fleurs_100/fr_011.wav	fr	tout bien considéré nous ne devrions pas être surpris si nos propres ancêtres ont résolu leur « problème de protéines » un peu de la même manière que les chimpanzés de la savane le font aujourd'hui	 Tout bien considéré, nous ne devrions pas être surpris si nos propres ancêtres ont résolu leurs problèmes de protéines un peu de la même manière que les chimpanzés de la savane le font aujourd'hui.	1.6145551299999852
fleurs_100/fr_012.wav	fr	le bus 403 de scotturb se rend régulièrement à sintra avec un arrêt à cabo da roca	 Le bus 403 de Scotherb se rend régulièrement à Sintra avec un arrêt à Cabo d'Aroca.	1.0947050720000107
fleurs_100/fr_013.wav	fr	les troupes de lions agissent comme des meutes de loups ou de chiens des animaux étonnamment semblables aux lions mais pas aux autres grands félins dans leur comportement et aussi très mortels pour leurs proies	 Les troupes de lions agissent comme des meutes de loups ou de chins. Des animaux étonnamment semblables aux lions, mais pas aux autres grands félins. Dans leur comportement, ils sont aussi très mortels pour leur proie.	1.7728378699999894
fleurs_100/fr_014.wav	fr	sa réputation en tant qu'épicentre du luxe a débuté aux environs de l'an 400 et duré jusqu'à 1100 environ	 Sa réputation en tant qu'épicentre du luxe a débuté aux environs de l'an 400 et a duré jusqu'à 1100 environ.	1.2800446129999727
fleurs_100/fr_015.wav	fr	la professeur pamela ferguson de l’université de dundee note que « les journalistes semblent suivre une ligne dangereuse s’ils publient des photos etc. de suspects »	 La professeure Pamela Ferguson de l'université de Dundee note que les journalistes semblent suivre une ligne dangereuse s'ils publient des photos, etc. de suspects.	1.4108505140000034
fleurs_100/fr_016.wav	fr	mais ces plans sont devenus obsolètes presque du jour au lendemain quand plus de 800 000 soldats de l’armée rouge de l’union soviétique sont arrivés et ont créé le front biélorusse et ukrainien après avoir envahi les régions est de la pologne violant ainsi le traité de paix de riga le pacte de non-agression soviéto-polonais ainsi que d’autres traités internationaux qu’ils soient bilatéraux ou multilatéraux	 Mais ces plans sont devenus obsolètes presque du jour au lendemain quand plus de 800 000 soldats de l'armée rouge de l'Union Soviétique sont arrivés et ont créé le front biélorusse et ukrainien après avoir envahi les régions est de la Pologne, violant ainsi le traité de la paix de Riga, le pacte de non-dagression siovéto-polonais ainsi que d'autres traités internationaux qu'ils soient bilatéraux ou multilatéraux.	3.9113064969999414
fleurs_100/fr_017.wav	fr	la plupart des petites îles sont des nations indépendantes ou associées à la france et sont connues pour être des stations balnéaires de luxe	 La plupart des petites îles sont des nations indépendantes ou associées à la France et sont connues pour être des stations banaires de luxe.	1.1967522339999732
fleurs_100/fr_018.wav	fr	les scientifiques espèrent comprendre comment les planètes se forment et plus particulièrement comment la terre s'est formée puisque des comètes sont entrées en collision avec elle il y a longtemps	 Les scientifiques espèrent comprendre comment les planètes se forment et plus particulièrement comment la Terre s'est formée puisque les comètes sont entrées en collision avec elle il y a longtemps.	1.447467771000106
fleurs_100/fr_019.wav	fr	l'île de hong kong donne son nom au territoire de hong kong et représente le principal centre d'intérêt pour de nombreux touristes	 L'île de Hong Kong donne son nom au territoire de Hong Kong et représente le principal centre d'intérêt pour de nombreux touristes.	1.167263950000006
fleurs_100/fr_020.wav	fr	des éléments comme le calcium et le potassium sont considérés comme des métaux bien sûr il y a aussi des métaux comme l'argent et l'or	 Des éléments comme le calcium et le potassium sont considérés comme des métaux. Bien sûr, il y a aussi des métaux comme l'argent et l'or.	1.2771879050000052
fleurs_100/fr_021.wav	fr	le chocolat chaud est conforme aux normes belges les jus de fruits sont chers mais excellents	 Le chocolat chaud est conforme aux normes belges. Les jus de fruits sont chers mais excellents.	0.945102825000049
fleurs_100/fr_022.wav	fr	danielle lantagne experte de l'onu sur la maladie a déclaré que l'épidémie avait probablement été causée par les casques bleus	 Daniel Lantagne, experte de l'ONU sur la maladie, a déclaré que l'épidémie avait probablement été causée par les casques bleus.	1.3365560639999785
