audio_path	language	perturbation	severity	reference	hypothesis	latency_s
data/processed/fleurs_perturbed/ar_000__speed_spd1.0.wav	ar	speed	1.0	تشكلت في المحيط الأطلسي اليوم عاشر عاصفة مُسماة لموسم الأعاصير الأطلسية العاصفة شبه الاستوائية جيري	 تشكلت في المحيط الأطلسي اليوم عشر عاصفة مسمى لموسم الأعاصير الأطلسية العاصفة شبه الاستوائية جيري	1.815853387000061
data/processed/fleurs_perturbed/ar_000__speed_spd1.1.wav	ar	speed	1.1	تشكلت في المحيط الأطلسي اليوم عاشر عاصفة مُسماة لموسم الأعاصير الأطلسية العاصفة شبه الاستوائية جيري	 تشكلت في المحيط الأطلسي اليوم عشر عصيفة مسمية لموسم العصير الأطلسية العصيفة الشمالي الإسرائيلية جاري	1.8274547570001687
data/processed/fleurs_perturbed/ar_001__white_noise_snr5.wav	ar	white_noise	5.0	تغادر الحافلات المحطة الداخلية بين المناطق عبر النهر في خلال اليوم على الرغم من أن معظمها وخاصة المتجهة منها إلى الشرق وجاكار/بومثانج تغادر بين 06:30 و 07:30	 تغادر حافلات المحطة الداخلية بين المناطق عبر النهر في خلال اليوم على الرغم من أن معظمها وخاصة من سجل منها إلى الشرق وجكارة بومساند تغادر بين 36 و 37	2.443383125999844
data/processed/fleurs_perturbed/ar_001__white_noise_snr10.wav	ar	white_noise	10.0	تغادر الحافلات المحطة الداخلية بين المناطق عبر النهر في خلال اليوم على الرغم من أن معظمها وخاصة المتجهة منها إلى الشرق وجاكار/بومثانج تغادر بين 06:30 و 07:30	 تغادر حافلات المحطة الداخلية بين المناطق عبر النهر في خلال اليوم على الرغم من أن معظمها وخاصة المتجه منها إلى الشرق وجاكارا بومسانج تغادر بين 36 و 37	3.226983022000013
data/processed/fleurs_perturbed/ar_001__white_noise_snr15.wav	ar	white_noise	15.0	تغادر الحافلات المحطة الداخلية بين المناطق عبر النهر في خلال اليوم على الرغم من أن معظمها وخاصة المتجهة منها إلى الشرق وجاكار/بومثانج تغادر بين 06:30 و 07:30	 تغادر حافلات المحطة الداخلية بين المناطق عبر النهر في خلال اليوم على الرغم من أن معظمها وخاصة المتجه منها إلى الشرق وجاكارا بومثانج تغادر بين 36 و 37	2.6301553769999373
data/processed/fleurs_perturbed/ar_001__reverb_room0.1.wav	ar	reverb	0.1	تغادر الحافلات المحطة الداخلية بين المناطق عبر النهر في خلال اليوم على الرغم من أن معظمها وخاصة المتجهة منها إلى الشرق وجاكار/بومثانج تغادر بين 06:30 و 07:30	 تغادر حافلات المحطة الداخلية بين المناطق عبر النهر في خلال اليوم على الوغم من أن معظمها وخاصة المتجه منها إلى الشرق وجاكارا بومثانج تغادر بين 36 و 37	2.472441583999853
data/processed/fleurs_perturbed/ar_001__reverb_room0.3.wav	ar	reverb	0.3	تغادر الحافلات المحطة الداخلية بين المناطق عبر النهر في خلال اليوم على الرغم من أن معظمها وخاصة المتجهة منها إلى الشرق وجاكار/بومثانج تغادر بين 06:30 و 07:30	 تغادر حافلات المحاطة الداخلية بين المناطق عرب المهر في خلال اليوم على الوضع من أن معظمها وخاصة المتجه منها إلى الشرق وجاكارا بونثاند تغادر بين 36 و 37	2.5049438260000443
data/processed/fleurs_perturbed/ar_001__reverb_room0.5.wav	ar	reverb	0.5	تغادر الحافلات المحطة الداخلية بين المناطق عبر النهر في خلال اليوم على الرغم من أن معظمها وخاصة المتجهة منها إلى الشرق وجاكار/بومثانج تغادر بين 06:30 و 07:30	 تبادل حيث لك المحاطة بالخلية بين المنطق عبر المنطق في خلال اليوم عالي رغم من أن المنظمة وخاصة المتبنين منها هي الشرق ويقارب المثام تغير بين 36 و 37	2.7474590009999247
data/processed/fleurs_perturbed/ar_001__clipping_clip0.7.wav	ar	clipping	0.7	تغادر الحافلات المحطة الداخلية بين المناطق عبر النهر في خلال اليوم على الرغم من أن معظمها وخاصة المتجهة منها إلى الشرق وجاكار/بومثانج تغادر بين 06:30 و 07:30	 تغادر حافلات المحطة الداخلية بين المناطق عبر النهر في خلال اليوم على الرغم من أن معظمها وخاصة المتجه منها إلى الشرق وجاكارا بومثانج تغادر بين 36 و 37	2.982201360999852
data/processed/fleurs_perturbed/ar_001__clipping_clip0.5.wav	ar	clipping	0.5	تغادر الحافلات المحطة الداخلية بين المناطق عبر النهر في خلال اليوم على الرغم من أن معظمها وخاصة المتجهة منها إلى الشرق وجاكار/بومثانج تغادر بين 06:30 و 07:30	 تغادر حافلات المحطة الداخلية بين المناطق عبر النهر في خلال اليوم على الرغم من أن معظمها وخاصة المتجه منها إلى الشرق وجاكارا بومثانج تغادر بين 36 و 37	2.4699761339998076
data/processed/fleurs_perturbed/ar_001__clipping_clip0.3.wav	ar	clipping	0.3	تغادر الحافلات المحطة الداخلية بين المناطق عبر النهر في خلال اليوم على الرغم من أن معظمها وخاصة المتجهة منها إلى الشرق وجاكار/بومثانج تغادر بين 06:30 و 07:30	 تغادر حافلات المحطة الداخلية بين المناطق عبر النهر في خلال اليوم على الرغم من أن معظمها وخاصة المتجه منها إلى الشرق وجاكارا بومثانج تغادر بين 36 و 37	2.4955932410000514
data/processed/fleurs_perturbed/ar_001__speed_spd0.9.wav	ar	speed	0.9	تغادر الحافلات المحطة الداخلية بين المناطق عبر النهر في خلال اليوم على الرغم من أن معظمها وخاصة المتجهة منها إلى الشرق وجاكار/بومثانج تغادر بين 06:30 و 07:30	 تغادر حافلات المحاطة الداخلية بين المناطق عبر النهر في خلال اليوم على الرغم من أن معظمها وخاصة المتاجه منها إلى الشرق وجاكارا بومثانغ تغادر بين 36 و 37	2.46704872600003
data/processed/fleurs_perturbed/ar_001__speed_spd1.0.wav	ar	speed	1.0	تغادر الحافلات المحطة الداخلية بين المناطق عبر النهر في خلال اليوم على الرغم من أن معظمها وخاصة المتجهة منها إلى الشرق وجاكار/بومثانج تغادر بين 06:30 و 07:30	 تغادر حافلات المحطة الداخلية بين المناطق عبر النهر في خلال اليوم على الرغم من أن معظمها وخاصة المتجه منها إلى الشرق وجاكارا بومثانج تغادر بين 36 و 37	2.9079714429999513
data/processed/fleurs_perturbed/ar_001__speed_spd1.1.wav	ar	speed	1.1	تغادر الحافلات المحطة الداخلية بين المناطق عبر النهر في خلال اليوم على الرغم من أن معظمها وخاصة المتجهة منها إلى الشرق وجاكار/بومثانج تغادر بين 06:30 و 07:30	 تغادر حافلات المحطة الداخلية بين المناطق عبر النهر في خلال اليوم على الرغم من أن معظم هوى خاصة المنتج منها إلى الشرق وجاكارا بومثاند تغادر بين 36 و 37	2.705570806000196
data/processed/fleurs_perturbed/ar_002__white_noise_snr5.wav	ar	white_noise	5.0	يتمُّ دعم التعلُّم التفاعليّ في البرنامج داخليًا ويهدف إلى طرح الأسئلة والتحفيز وشرح الإجراءاتِ التي قد يكون من الصعب على الطالب التعامل معها بمفرده	 يتم دعم التعلم التفاعلية في البرنامج الجاهلية ويحدث إلى طرح الأسئلة والتحقيق وشرح الإجراءات التي قد يكون من الصعب على الطالب التعامل معها بمفرده	2.448903110999936
data/processed/fleurs_perturbed/ar_002__white_noise_snr10.wav	ar	white_noise	10.0	يتمُّ دعم التعلُّم التفاعليّ في البرنامج داخليًا ويهدف إلى طرح الأسئلة والتحفيز وشرح الإجراءاتِ التي قد يكون من الصعب على الطالب التعامل معها بمفرده	 يتم دعم التعلم التفاعلية في البرنامج الداخلية ويهدف إلى طرح الأسئلة والتحفيز وشرح الإجراءات التي قد يكون من الصعب على الطالب التعامل معها بمفرده	2.527158929000052
data/processed/fleurs_perturbed/ar_002__white_noise_snr15.wav	ar	white_noise	15.0	يتمُّ دعم التعلُّم التفاعليّ في البرنامج داخليًا ويهدف إلى طرح الأسئلة والتحفيز وشرح الإجراءاتِ التي قد يكون من الصعب على الطالب التعامل معها بمفرده	 يتم دعم التعلم التفاعلية في البرنامج داخليا ويهدف إلى طرح الأسئلة والتحفيز وشرح الإجراءات التي قد يكون من الصعب على الطالب التعامل معها بمفرده	2.462806705000048
data/processed/fleurs_perturbed/ar_002__reverb_room0.1.wav	ar	reverb	0.1	يتمُّ دعم التعلُّم التفاعليّ في البرنامج داخليًا ويهدف إلى طرح الأسئلة والتحفيز وشرح الإجراءاتِ التي قد يكون من الصعب على الطالب التعامل معها بمفرده	 يتم دعم التعلم التفاعلي في البرنامج داخليا ويهدف إلى طرح الأسئلة والتحفيز وشرح الإجراءات التي قد يكون من الصعب على الطالب التعامل معها بمفرده	3.100047004999851
data/processed/fleurs_perturbed/ar_002__reverb_room0.3.wav	ar	reverb	0.3	يتمُّ دعم التعلُّم التفاعليّ في البرنامج داخليًا ويهدف إلى طرح الأسئلة والتحفيز وشرح الإجراءاتِ التي قد يكون من الصعب على الطالب التعامل معها بمفرده	 يتم دعم التعلم المتفاعلية في البرنامج الداخلية ويهدف إلى طرح الأسئلة والتحفيز وشرح الإجراءات التي قد يكون من الصعب أو الطالب التعلم المعنى من مفرده	2.5740412590000687
data/processed/fleurs_perturbed/ar_002__reverb_room0.5.wav	ar	reverb	0.5	يتمُّ دعم التعلُّم التفاعليّ في البرنامج داخليًا ويهدف إلى طرح الأسئلة والتحفيز وشرح الإجراءاتِ التي قد يكون من الصعب على الطالب التعامل معها بمفرده	 يتم معنى التعلم التفاعلي في البرنامج الداخلية ويهدف إلى طرح الأسئلة والتحفيز وشرح الإرهاب التي قد يكون من الصعب على الطالب التعامل معها بإنفاذه	2.393196878000026
data/processed/fleurs_perturbed/ar_002__clipping_clip0.7.wav	ar	clipping	0.7	يتمُّ دعم التعلُّم التفاعليّ في البرنامج داخليًا ويهدف إلى طرح الأسئلة والتحفيز وشرح الإجراءاتِ التي قد يكون من الصعب على الطالب التعامل معها بمفرده	 يتم دعم التعلم التفاعلية في البرنامج داخلياً ويهدف إلى طرح الأسئلة والتحفيز وشرح الإجراءات التي قد يكون من الصعب على الطالب التعامل معها بمفرده.	2.51248690500006
data/processed/fleurs_perturbed/ar_002__clipping_clip0.5.wav	ar	clipping	0.5	يتمُّ دعم التعلُّم التفاعليّ في البرنامج داخليًا ويهدف إلى طرح الأسئلة والتحفيز وشرح الإجراءاتِ التي قد يكون من الصعب على الطالب التعامل معها بمفرده	 يتم دعم التعلم التفاعلية في البرنامج داخلياً ويهدف إلى طرح الأسئلة والتحفيز وشرح الإجراءات التي قد يكون من الصعب على الطالب التعامل معها بمفرده.	2.5467492039999797
data/processed/fleurs_perturbed/ar_002__clipping_clip0.3.wav	ar	clipping	0.3	يتمُّ دعم التعلُّم التفاعليّ في البرنامج داخليًا ويهدف إلى طرح الأسئلة والتحفيز وشرح الإجراءاتِ التي قد يكون من الصعب على الطالب التعامل معها بمفرده	 يتم دعم التعلم التفاعلية في البرنامج داخلياً ويهدف إلى طرح الأسئلة والتحفيز وشرح الإجراءات التي قد يكون من الصعب على الطالب التعامل معها بمفرده.	3.1754481970001507
data/processed/fleurs_perturbed/ar_002__speed_spd0.9.wav	ar	speed	0.9	يتمُّ دعم التعلُّم التفاعليّ في البرنامج داخليًا ويهدف إلى طرح الأسئلة والتحفيز وشرح الإجراءاتِ التي قد يكون من الصعب على الطالب التعامل معها بمفرده	 يتم دعم التعلم التفاعلي في البرنامج داخلياً ويهدف إلى طرح الأسئلة والتحفيز وشرح الإجراءات التي قد يكون من الصعب على الطالب التعامل معها بمفرده.	2.5476862059999803
data/processed/fleurs_perturbed/ar_002__speed_spd1.0.wav	ar	speed	1.0	يتمُّ دعم التعلُّم التفاعليّ في البرنامج داخليًا ويهدف إلى طرح الأسئلة والتحفيز وشرح الإجراءاتِ التي قد يكون من الصعب على الطالب التعامل معها بمفرده	 يتم دعم التعلم التفاعلية في البرنامج داخلياً ويهدف إلى طرح الأسئلة والتحفيز وشرح الإجراءات التي قد يكون من الصعب على الطالب التعامل معها بمفرده.	2.583373215999927
data/processed/fleurs_perturbed/ar_002__speed_spd1.1.wav	ar	speed	1.1	يتمُّ دعم التعلُّم التفاعليّ في البرنامج داخليًا ويهدف إلى طرح الأسئلة والتحفيز وشرح الإجراءاتِ التي قد يكون من الصعب على الطالب التعامل معها بمفرده	 يتم دعم التعلم التفاعلي في البرنامج الداخلية ويهدف إلى طرح الأسئلة والتحفيز وشرح الرجوعات التي قد يكون من الصعب على الطالب التعامل معها بمفرده	2.4713003509998543
data/processed/fleurs_perturbed/ar_003__white_noise_snr5.wav	ar	white_noise	5.0	نصنع بيوتنا وملابسنا من النباتات . معظم الطعام الذي نتناوله من النباتات كذلك. بدون النباتات، لا يمكن للحيوانات البقاء	 نصنع بيوتنا وملابسنا من النباتات معظم الطعام الذي نتناوله من النباتات كذلك بدون النباتات لا يمكن للحيوانات البحار	2.2329597450000165
data/processed/fleurs_perturbed/ar_003__white_noise_snr10.wav	ar	white_noise	10.0	نصنع بيوتنا وملابسنا من النباتات . معظم الطعام الذي نتناوله من النباتات كذلك. بدون النباتات، لا يمكن للحيوانات البقاء	 نصنع بيوتنا وملابسنا من النباتات معظم الطعام الذي نتناوله من النباتات كذلك بدون النباتات لا يمكن للحيوانات البقاء	2.596805882999888
data/processed/fleurs_perturbed/ar_003__white_noise_snr15.wav	ar	white_noise	15.0	نصنع بيوتنا وملابسنا من النباتات . معظم الطعام الذي نتناوله من النباتات كذلك. بدون النباتات، لا يمكن للحيوانات البقاء	 نصنع بيوتنا وملابسنا من النباتات معظم الطعام الذي نتناوله من النباتات كذلك بدون النباتات لا يمكن للحيوانات البقاء	2.0463788609999938
data/processed/fleurs_perturbed/ar_003__reverb_room0.1.wav	ar	reverb	0.1	نصنع بيوتنا وملابسنا من النباتات . معظم الطعام الذي نتناوله من النباتات كذلك. بدون النباتات، لا يمكن للحيوانات البقاء	 نصنع بيوتنا وملابسنا من النباتات معظم الطعام الذي نتناوله من النباتات كذلك بدون النباتات لا يمكن للحيوانات البقاء	2.0094350700001087
data/processed/fleurs_perturbed/ar_003__reverb_room0.3.wav	ar	reverb	0.3	نصنع بيوتنا وملابسنا من النباتات . معظم الطعام الذي نتناوله من النباتات كذلك. بدون النباتات، لا يمكن للحيوانات البقاء	 نصنع بيوتنا وملابسنا من النباتات مرزم الطعام الذي نتناوله من النباتات كذلك بدون النباتات لا يمكن للحيوانات البقاء	2.0261927400001696
data/processed/fleurs_perturbed/ar_003__reverb_room0.5.wav	ar	reverb	0.5	نصنع بيوتنا وملابسنا من النباتات . معظم الطعام الذي نتناوله من النباتات كذلك. بدون النباتات، لا يمكن للحيوانات البقاء	 نطمع بيوتنا وملابسنا من النباتات معظم الطعام الذي نتنى الولو من النباتات كذلك بدون النباتات لا يمكن للحيوانات البقاء	2.0411414070001683
data/processed/fleurs_perturbed/ar_003__clipping_clip0.7.wav	ar	clipping	0.7	نصنع بيوتنا وملابسنا من النباتات . معظم الطعام الذي نتناوله من النباتات كذلك. بدون النباتات، لا يمكن للحيوانات البقاء	 نصنع بيوتنا وملابسنا من النباتات معظم الطعام الذي نتناوله من النباتات كذلك بدون النباتات لا يمكن للحيوانات البقاء	2.312024708000081
data/processed/fleurs_perturbed/ar_003__clipping_clip0.5.wav	ar	clipping	0.5	نصنع بيوتنا وملابسنا من النباتات . معظم الطعام الذي نتناوله من النباتات كذلك. بدون النباتات، لا يمكن للحيوانات البقاء	 نصنع بيوتنا وملابسنا من النباتات معظم الطعام الذي نتناوله من النباتات كذلك بدون النباتات لا يمكن للحيوانات البقاء	2.3585478729999068
data/processed/fleurs_perturbed/ar_003__clipping_clip0.3.wav	ar	clipping	0.3	نصنع بيوتنا وملابسنا من النباتات . معظم الطعام الذي نتناوله من النباتات كذلك. بدون النباتات، لا يمكن للحيوانات البقاء	 نصنع بيوتنا وملابسنا من النباتات معظم الطعام الذي نتناوله من النباتات كذلك بدون النباتات لا يمكن للحيوانات البقاء	1.9718164270000216
data/processed/fleurs_perturbed/ar_003__speed_spd0.9.wav	ar	speed	0.9	نصنع بيوتنا وملابسنا من النباتات . معظم الطعام الذي نتناوله من النباتات كذلك. بدون النباتات، لا يمكن للحيوانات البقاء	 نصنع بيوتنا وملابسنا من النباتات موظم الطعام الذي نتناوله من النباتات كذلك بدون النباتات لا يمكن للحيوانات البقاء	2.0099376519999623
data/processed/fleurs_perturbed/ar_003__speed_spd1.0.wav	ar	speed	1.0	نصنع بيوتنا وملابسنا من النباتات . معظم الطعام الذي نتناوله من النباتات كذلك. بدون النباتات، لا يمكن للحيوانات البقاء	 نصنع بيوتنا وملابسنا من النباتات معظم الطعام الذي نتناوله من النباتات كذلك بدون النباتات لا يمكن للحيوانات البقاء	2.019233414000155
data/processed/fleurs_perturbed/ar_003__speed_spd1.1.wav	ar	speed	1.1	نصنع بيوتنا وملابسنا من النباتات . معظم الطعام الذي نتناوله من النباتات كذلك. بدون النباتات، لا يمكن للحيوانات البقاء	 نصنع بيوتنا وملابسنا من النباتات ومعظم الطعام الذي نتناوله من النباتات كذلك بدون النباتات لا يمكن للحيوانات البقاء	2.047134787999994
data/processed/fleurs_perturbed/ar_004__white_noise_snr5.wav	ar	white_noise	5.0	إن عرض الصوت والضوء الهرمي واحد من أمتع الأشياء الموجودة بالمنطقة للأطفال	 إن عرض الصوت والبوء الهرمي واحداً من أمتع الأشياء الموجودة بالمنطقة للأطفال	1.700496456999872
data/processed/fleurs_perturbed/ar_004__white_noise_snr10.wav	ar	white_noise	10.0	إن عرض الصوت والضوء الهرمي واحد من أمتع الأشياء الموجودة بالمنطقة للأطفال	 إن عرض الصوت والبوء الهرمي واحداً من أمتع الأشياء الموجودة بالمنطقة للأطفال	1.9316986090000228
data/processed/fleurs_perturbed/ar_004__white_noise_snr15.wav	ar	white_noise	15.0	إن عرض الصوت والضوء الهرمي واحد من أمتع الأشياء الموجودة بالمنطقة للأطفال	 إن عرض الصوت والضوء الهرمي واحدا من أمتع الأشياء الموجودة بالمنطقة للأطفال	1.409688812000013
data/processed/fleurs_perturbed/ar_004__reverb_room0.1.wav	ar	reverb	0.1	إن عرض الصوت والضوء الهرمي واحد من أمتع الأشياء الموجودة بالمنطقة للأطفال	 إن عرض الصوت والضوء الهرمي واحد من أمتع الأشياء الموجودة بالمنطقة للأطفال	1.3868836340000144
data/processed/fleurs_perturbed/ar_004__reverb_room0.3.wav	ar	reverb	0.3	إن عرض الصوت والضوء الهرمي واحد من أمتع الأشياء الموجودة بالمنطقة للأطفال	 إن عرض الصوت والضوء الهرمي واحدة من أمتع الأشياء الموجودة بالمنطقة للأطفال	1.4914437489999273
data/processed/fleurs_perturbed/ar_004__reverb_room0.5.wav	ar	reverb	0.5	إن عرض الصوت والضوء الهرمي واحد من أمتع الأشياء الموجودة بالمنطقة للأطفال	 إن عرض الصمت والضوء الهرمي واحدة من أمدع الأشياء الموجودة بالمنطقة للأطفال	1.4945795870000893
data/processed/fleurs_perturbed/ar_004__clipping_clip0.7.wav	ar	clipping	0.7	إن عرض الصوت والضوء الهرمي واحد من أمتع الأشياء الموجودة بالمنطقة للأطفال	 إن عرض الصوت والضوء الهرمي واحداً من أمتع الأشياء الموجودة بالمنطقة للأطفال	1.4483598719998554
data/processed/fleurs_perturbed/ar_004__clipping_clip0.5.wav	ar	clipping	0.5	إن عرض الصوت والضوء الهرمي واحد من أمتع الأشياء الموجودة بالمنطقة للأطفال	 إن عرض الصوت والضوء الهرمي واحداً من أمتع الأشياء الموجودة بالمنطقة للأطفال	1.4792236050000156
data/processed/fleurs_perturbed/ar_004__clipping_clip0.3.wav	ar	clipping	0.3	إن عرض الصوت والضوء الهرمي واحد من أمتع الأشياء الموجودة بالمنطقة للأطفال	 إن عرض الصوت والضوء الهرمي واحداً من أمتع الأشياء الموجودة بالمنطقة للأطفال	1.6694323849999364
data/processed/fleurs_perturbed/ar_004__speed_spd0.9.wav	ar	speed	0.9	إن عرض الصوت والضوء الهرمي واحد من أمتع الأشياء الموجودة بالمنطقة للأطفال	 إن عرض الصوت والضوء الهرمي واحدا من أمتع الأشياء الموجودة بالمنطقة للأطفال	1.8759685519999039
data/processed/fleurs_perturbed/ar_004__speed_spd1.0.wav	ar	speed	1.0	إن عرض الصوت والضوء الهرمي واحد من أمتع الأشياء الموجودة بالمنطقة للأطفال	 إن عرض الصوت والضوء الهرمي واحداً من أمتع الأشياء الموجودة بالمنطقة للأطفال	1.422149786000091
data/processed/fleurs_perturbed/ar_004__speed_spd1.1.wav	ar	speed	1.1	إن عرض الصوت والضوء الهرمي واحد من أمتع الأشياء الموجودة بالمنطقة للأطفال	 إن عرض الصوت والطوء الهرمي واحدة من أمدع الأشياء الموجودة بالمنطقة للأفغال	1.3930831189998116
data/processed/fleurs_perturbed/ar_005__white_noise_snr5.wav	ar	white_noise	5.0	تذكر أنه على الرغم من أن الموسيقى في المنصات الرئيسية قد تكون انتهت إلا أن هناك أقسام من المهرجان قد تستمر في تشغيل الموسيقى حتى وقت متأخر من الليل	 تذكر أنه على الرغم من أن الموسيقى في المنصات الرئيسية قد تكون انتهت إلا أن هناك أقسام من المهرجان قد تستمر في تشغيل الموسيقى حتى وقت متأخر من الليل	2.439256138000019
data/processed/fleurs_perturbed/ar_005__white_noise_snr10.wav	ar	white_noise	10.0	تذكر أنه على الرغم من أن الموسيقى في المنصات الرئيسية قد تكون انتهت إلا أن هناك أقسام من المهرجان قد تستمر في تشغيل الموسيقى حتى وقت متأخر من الليل	 تذكر أنه على الرغم من أن الموسيقى في المنصات الرئيسية قد تكون انتهت إلا أن هناك أقسام من المهرجان قد تستمر في تشغيل الموسيقى حتى وقت متأخر من الليل	2.4709270809998998
data/processed/fleurs_perturbed/ar_005__white_noise_snr15.wav	ar	white_noise	15.0	تذكر أنه على الرغم من أن الموسيقى في المنصات الرئيسية قد تكون انتهت إلا أن هناك أقسام من المهرجان قد تستمر في تشغيل الموسيقى حتى وقت متأخر من الليل	 تذكر أنه على الرغم من أن الموسيقى في المنصات الرئيسية قد تكون انتهت إلا أن هناك أقسام من المهرجان قد تستمر في تشغيل الموسيقى حتى وقت متأخر من الليل	2.614082968000048
data/processed/fleurs_perturbed/ar_005__reverb_room0.1.wav	ar	reverb	0.1	تذكر أنه على الرغم من أن الموسيقى في المنصات الرئيسية قد تكون انتهت إلا أن هناك أقسام من المهرجان قد تستمر في تشغيل الموسيقى حتى وقت متأخر من الليل	 تذكر أنه على الرغم من أن الموسيقى في المنصات الرئيسية قد تكون انتهت إلا أن هناك أقسام من المهرجان قد تستمر في تشغيل الموسيقى حتى وقت متأخر من الليل	2.9109599290000006
data/processed/fleurs_perturbed/ar_005__reverb_room0.3.wav	ar	reverb	0.3	تذكر أنه على الرغم من أن الموسيقى في المنصات الرئيسية قد تكون انتهت إلا أن هناك أقسام من المهرجان قد تستمر في تشغيل الموسيقى حتى وقت متأخر من الليل	 تذكر أنه على الرغم من أن الموسيقى في المنصات الرئيسية قد تكون انتهت إلا أن هناك أقسام من المهرجان قد تستمر في تشغيل الموسيقى حتى وقت متأخر من الليل	2.4326307249998536
data/processed/fleurs_perturbed/ar_005__reverb_room0.5.wav	ar	reverb	0.5	تذكر أنه على الرغم من أن الموسيقى في المنصات الرئيسية قد تكون انتهت إلا أن هناك أقسام من المهرجان قد تستمر في تشغيل الموسيقى حتى وقت متأخر من الليل	 تذكر أنه على الرغم من أن الموسيقى بالمنصات الرئيسية قد تكون انتهت إلا أن هناك أقسام من المهرجان قد تستمر في تشغيل الموسيقى حتى وقت متأخر من الليل	2.427300798000033
data/processed/fleurs_perturbed/ar_005__clipping_clip0.7.wav	ar	clipping	0.7	تذكر أنه على الرغم من أن الموسيقى في المنصات الرئيسية قد تكون انتهت إلا أن هناك أقسام من المهرجان قد تستمر في تشغيل الموسيقى حتى وقت متأخر من الليل	 تذكر أنه على الرغم من أن الموسيقى في المنصات الرئيسية قد تكون انتهت إلا أن هناك أقسام من المهرجان قد تستمر في تشغيل الموسيقى حتى وقت متأخر من الليل	2.389811446000067
