audio_path,language,reference,hypothesis,latency_s
data/raw/fleurs_subset/fr_003.wav,fr,le rugissement du tigre ne ressemble pas au rugissement ample du lion mais plutôt à une phrase dont les mots seraient des cris et des grondements," L'enregistrement du tigre ressemble pas au enregistrement en plus du riant, mais plutôt à une phrase dont les mots seraient des cris et des gondements.",1.2915451579999626
data/raw/fleurs_subset/fr_004.wav,fr,le même mois un autre avion de ligne a fait une sortie de piste à mashhad et a heurté un mur tuant ainsi dix-sept personnes," Le même mois, un autre avion de ligne a fait une sortie de piste à Machade et heurté un mur, tuant ainsi 17 personnes.",1.137893280999947
data/raw/fleurs_subset/fr_005.wav,fr,giancarlo fisichella a perdu le contrôle de sa voiture et a terminé la course peu après le démarrage, Jean-Carlo Ficella a perdu le contrôle de sa voiture et a terminé la course peu après le démarrage.,1.1915994800000362
data/raw/fleurs_subset/fr_006.wav,fr,malgré le net avantage de del potro pendant le deuxième set il a fallu passer par un tie-break une fois que le score a atteint 6-6," Malgré le net avantage de Delpotro pendant le 2ème set, il a fallu passer par un tiebreak une fois que le score atteint 6-6.",1.5309532950000175
data/raw/fleurs_subset/fr_007.wav,fr,malheureusement il est difficile d'étudier le flux de circulation car le comportement des conducteurs ne peut être prédit avec cent pour cent de certitude," Malheureusement, il est difficile d'étudier le flux de circulation car les comportements des conducteurs ne peuvent être prédis avec 100% de certitude.",1.2083261930000615
data/raw/fleurs_subset/fr_008.wav,fr,les deux composés réagissent l'un avec l'autre pour former des cristaux qui peuvent bloquer la fonction rénale ont déclaré des chercheurs de l'université," Les deux composés réagissent l'un avec l'autre pour former des cristaux qui peuvent bloquer la fonction rénale, ont déclaré des chercheurs de l'université.",1.37430138000002
data/raw/fleurs_subset/fr_009.wav,fr,par exemple des étudiants de l'école bennet en caroline du nord conçoivent chaque année un site web consacré à leur visite de la capitale de l'état chaque année le site est remis à jour mais les anciennes versions sont conservées en ligne pour servir d'album," Par exemple, des étudiants de l'école Bénet en Caroline du Nord conçoivent chaque année un site web concentré à leur visite de la capitale de l'État. Chaque année, le site est remis à jour, mais les anciennes versions sont conservées en ligne pour servir d'album.",1.987477970999976
data/raw/fleurs_subset/fr_010.wav,fr,par exemple le format de photographie le plus courant au monde est le 35 mm c'était le format de pellicule le plus répandu à la fin de l'ère des films analogiques," Par exemple, le format de photographie le plus courant du monde est le 35mm. C'était le format de pellicule le plus répondu à la fin de l'ère des films analogiques.",1.385342971
data/raw/fleurs_subset/fr_011.wav,fr,tout bien considéré nous ne devrions pas être surpris si nos propres ancêtres ont résolu leur « problème de protéines » un peu de la même manière que les chimpanzés de la savane le font aujourd'hui," Tout bien considéré, nous ne devrions pas être surpris si nos propres ancêtres ont résolu leurs problèmes de protéines un peu de la même manière que les chimpanzés de la savane le font aujourd'hui.",1.5787448339999628
data/raw/fleurs_subset/fr_012.wav,fr,le bus 403 de scotturb se rend régulièrement à sintra avec un arrêt à cabo da roca, Le bus 403 de Scotherb se rend régulièrement à Sintra avec un arrêt à Cabo d'Aroca.,1.090542226000025
data/raw/fleurs_subset/fr_013.wav,fr,les troupes de lions agissent comme des meutes de loups ou de chiens des animaux étonnamment semblables aux lions mais pas aux autres grands félins dans leur comportement et aussi très mortels pour leurs proies," Les troupes de lions agissent comme des meutes de loups ou de chins. Des animaux étonnamment semblables aux lions, mais pas aux autres grands félins. Dans leur comportement, ils sont aussi très mortels pour leur proie.",1.996694284
data/raw/fleurs_subset/fr_014.wav,fr,sa réputation en tant qu'épicentre du luxe a débuté aux environs de l'an 400 et duré jusqu'à 1100 environ, Sa réputation en tant qu'épicentre du luxe a débuté aux environs de l'an 400 et a duré jusqu'à 1100 environ.,2.39369702099998
data/raw/fleurs_subset/fr_015.wav,fr,la professeur pamela ferguson de l’université de dundee note que « les journalistes semblent suivre une ligne dangereuse s’ils publient des photos etc. de suspects »," La professeure Pamela Ferguson de l'université de Dundee note que les journalistes semblent suivre une ligne dangereuse s'ils publient des photos, etc. de suspects.",1.3837525220000089
data/raw/fleurs_subset/fr_016.wav,fr,mais ces plans sont devenus obsolètes presque du jour au lendemain quand plus de 800 000 soldats de l’armée rouge de l’union soviétique sont arrivés et ont créé le front biélorusse et ukrainien après avoir envahi les régions est de la pologne violant ainsi le traité de paix de riga le pacte de non-agression soviéto-polonais ainsi que d’autres traités internationaux qu’ils soient bilatéraux ou multilatéraux," Mais ces plans sont devenus obsolètes presque du jour au lendemain quand plus de 800 000 soldats de l'armée rouge de l'Union Soviétique sont arrivés et ont créé le front biélorusse et ukrainien après avoir envahi les régions est de la Pologne, violant ainsi le traité de la paix de Riga, le pacte de non-dagression siovéto-polonais ainsi que d'autres traités internationaux qu'ils soient bilatéraux ou multilatéraux.",3.2164380520000577
data/raw/fleurs_subset/fr_017.wav,fr,la plupart des petites îles sont des nations indépendantes ou associées à la france et sont connues pour être des stations balnéaires de luxe, La plupart des petites îles sont des nations indépendantes ou associées à la France et sont connues pour être des stations banaires de luxe.,1.157079952999993
data/raw/fleurs_subset/fr_018.wav,fr,les scientifiques espèrent comprendre comment les planètes se forment et plus particulièrement comment la terre s'est formée puisque des comètes sont entrées en collision avec elle il y a longtemps, Les scientifiques espèrent comprendre comment les planètes se forment et plus particulièrement comment la Terre s'est formée puisque les comètes sont entrées en collision avec elle il y a longtemps.,1.416410583000015
data/raw/fleurs_subset/fr_019.wav,fr,l'île de hong kong donne son nom au territoire de hong kong et représente le principal centre d'intérêt pour de nombreux touristes, L'île de Hong Kong donne son nom au territoire de Hong Kong et représente le principal centre d'intérêt pour de nombreux touristes.,1.1376949849999392
data/raw/fleurs_subset/fr_020.wav,fr,des éléments comme le calcium et le potassium sont considérés comme des métaux bien sûr il y a aussi des métaux comme l'argent et l'or," Des éléments comme le calcium et le potassium sont considérés comme des métaux. Bien sûr, il y a aussi des métaux comme l'argent et l'or.",1.3638034980000384
data/raw/fleurs_subset/fr_021.wav,fr,le chocolat chaud est conforme aux normes belges les jus de fruits sont chers mais excellents, Le chocolat chaud est conforme aux normes belges. Les jus de fruits sont chers mais excellents.,1.1779985609999812
data/raw/fleurs_subset/fr_022.wav,fr,danielle lantagne experte de l'onu sur la maladie a déclaré que l'épidémie avait probablement été causée par les casques bleus," Daniel Lantagne, experte de l'ONU sur la maladie, a déclaré que l'épidémie avait probablement été causée par les casques bleus.",1.5221644829999832
data/raw/fleurs_subset/fr_023.wav,fr,en outre il existe de nombreux petits chats y compris les chats de compagnie en liberté qui mangent les petites proies bien plus nombreuses comme les insectes les rongeurs les lézards et les oiseaux," En outre, il existe de nombreux petits chats, y compris les chats de compagnie en liberté, qui mangent les petites proies, bien plus nombreuses comme les insectes, les rongeurs, les ors et les oiseaux.",1.6657980129999714
data/raw/fleurs_subset/fr_024.wav,fr,martelly a intronisé hier un nouveau conseil électoral provisoire cep composé de neuf membres," Martelly a intronisé hier un nouveau Conseil électoral provisoire, CEP, composé de neuf membres.",1.0927674000000709
data/raw/fleurs_subset/fr_025.wav,fr,la tempête subtropicale jerry 10e tempête de la saison des ouragans à porter un nom est apparue ce jour dans l'océan atlantique," La tempête subtropicale Jerry, dixième tempête de la saison des ouragans à porter un nom, est apparue ce jour dans l'océan Atlantique.",4.203697182000042
data/raw/fleurs_subset/fr_026.wav,fr,les plantes revêtent leur plus belle apparence lorsqu'elles se trouvent dans un environnement naturel alors résistez à la tentation d'en retirer ne serait-ce qu'« une seule »," Les plantes revêtent leurs plus belles apparences lorsqu'elles se trouvent dans un environnement naturel, alors résister à la tentation d'en retirer ne serait-ce qu'une seule.",2.49574518999998
data/raw/fleurs_subset/fr_027.wav,fr,bien que goma soit raisonnablement sûre toute visite à l'extérieur de goma doit faire l'objet de recherches pour comprendre l'état des combats qui persistent dans la province du nord-kivu," Bien que Goma soit raisonnablement sûr, toute visite à l'extérieur de Goma nous va faire l'objet de recherche pour comprendre l'état des combats qui persistent dans la province du nord Kivu.",1.9646336119999432
data/raw/fleurs_subset/fr_028.wav,fr,en 1976 trente pour cent du machu picchu avait été restauré et cette restauration se poursuit jusqu'à aujourd'hui," En 1976, 30% du match au Pichou avait été restauré et cette restauration se poursuit jusqu'à aujourd'hui.",1.1292433810000375
data/raw/fleurs_subset/fr_029.wav,fr,les porcs sont porteurs de la maladie qui est ensuite transmise à l'homme par les moustiques," Les porcs sont porteurs de la maladie, qui est ensuite transmis à l'homme par les moustiques.",1.0097809760000018
data/raw/fleurs_subset/ar_000.wav,ar,تشكلت في المحيط الأطلسي اليوم عاشر عاصفة مُسماة لموسم الأعاصير الأطلسية العاصفة شبه الاستوائية جيري, تشكلت في المحيط الأطلسي اليوم 10 عاصفة مسمى لموسم الأعصير الأطلسية العاصفة شبه الاستوائية جيري,1.588021139000034
data/raw/fleurs_subset/ar_001.wav,ar,تغادر الحافلات المحطة الداخلية بين المناطق عبر النهر في خلال اليوم على الرغم من أن معظمها وخاصة المتجهة منها إلى الشرق وجاكار/بومثانج تغادر بين 06:30 و 07:30, تغادر الحافلات المحطة الداخلية بين المناطق عبر النهر في خلال اليوم على الرغم من أن معظمها وخاصة المتجه منها إلى الشرق وجكارا بومثانج تغادر بين 36 و 37,2.0840862380000544
data/raw/fleurs_subset/ar_002.wav,ar,يتمُّ دعم التعلُّم التفاعليّ في البرنامج داخليًا ويهدف إلى طرح الأسئلة والتحفيز وشرح الإجراءاتِ التي قد يكون من الصعب على الطالب التعامل معها بمفرده, يتم دعم التعلم التفاعلي في البرنامج داخليا ويهدف إلى طرح الأسئلة والتحفيز وشرح الإجراءات التي قد يكون من الصعب على الطالب التعامل معها بمفرده.,2.106957059000024
data/raw/fleurs_subset/ar_003.wav,ar,نصنع بيوتنا وملابسنا من النباتات . معظم الطعام الذي نتناوله من النباتات كذلك. بدون النباتات، لا يمكن للحيوانات البقاء, نصنع بيوتنا وملابسنا من النباتات، معظم الطعام الذي نتناوله من النباتات كذلك بدون النباتات لا يمكن للحيوانات البقاء,1.7418796929999871
data/raw/fleurs_subset/ar_004.wav,ar,إن عرض الصوت والضوء الهرمي واحد من أمتع الأشياء الموجودة بالمنطقة للأطفال, إن عرض الصوت والضوء الهرمي واحد من أمتع الأشياء الموجودة بالمنطقة للأطفال,1.5811230539999317
data/raw/fleurs_subset/ar_005.wav,ar,تذكر أنه على الرغم من أن الموسيقى في المنصات الرئيسية قد تكون انتهت إلا أن هناك أقسام من المهرجان قد تستمر في تشغيل الموسيقى حتى وقت متأخر من الليل, تذكر أنه على الرغم من أن الموسيقى في المنصات الرئيسية قد تكون انتهت إلا أن هناك أقسام من المهرجان قد تستمر في تشغيل الموسيقى حتى وقت متأخر من الليل,2.351991161000001
data/raw/fleurs_subset/ar_006.wav,ar,أدى ضاربا الكرة المتمركزين في الوسط ساشين تيندولكار وراهول درافيد جيدًا وأقاما شراكة أكسبت للفريق مائة نقطة, ادى ضعرب الكرة المتمركزين في الوسط ساشين تندو الكار وراهول درافيد جيدا وأقام شراكة أكسبت للفريق 100 نقطة,1.7160381770000868
data/raw/fleurs_subset/ar_007.wav,ar,ومنذ عام 1988 توجّب أن تكون صناديق الاقتراع شفافة بحيث يمكن للناخبين والمراقبين أن يتأكدوا من عدم وجود مغلفات في بداية التصويت وأنه لا يتم إضافة مغلفات إلا مغلفات الناخبين المسجلين والمصرّح لهم حسب الأصول والمفوضين, منذ عام 1988 توجب أن تكون صناديق الاقتراع شفافة بحيث يمكن للناخبين والمراقبين أن يتأكدوا من عدم وجود مغلفات في بداية التصويت وأنه لا يتم إضافة مغلفات إلا مغلفات الناخبين المسجلين والمصرحة لهم حسب الأصول والمفوضين.,3.0373202270000093
data/raw/fleurs_subset/ar_008.wav,ar,قبل وصول القوات لم تواجه هايتي مشاكل متعلقة بالمرض منذ القرن التاسع عشر, قبل وصول الكوات لم تواجه حيث مشاكل متعلقة بالماض منذ القانون التاسع عشو,1.2646474089999629
data/raw/fleurs_subset/ar_009.wav,ar,بصفته رياضيّاً شاملاً، يمكن للنّمر التّسلق وإن لم يكن ذلك بشكلٍ جيد والسّباحة والقفز لمسافاتٍ طويلةٍ والسّحب بقوّة خمسة أضعاف قوّة الإنسان, بصفة رياضيًا شاملًا يمكن للنمر التسلق وإن لم يكن ذلك بشكل جيد والسباحة والقفز لمسافات طويلة والسحب بقوة خمسة أضعاف قوة الإنسان,2.2046351360000926
data/raw/fleurs_subset/ar_010.wav,ar,في حال كنت تعبر منطقة بحر البلطيق الشمالية في الشتاء فيجب أن تفحص موقع الكابينة إذ أن المرور عبر الجليد يسبب ضوضاء صاخبة للغاية للأشخاص الأكثر تضرراً, في حال كنت تعبر منطقة بحر البلطيق الشمالية في الشتاء فيجب أن تفحص موقع الكبينة إذا أن المرور عبر الجليد يسبب ضوضوء سوخب للغاية للأشخاص الأكثر تضررون,3.023966338000037
data/raw/fleurs_subset/ar_011.wav,ar,أُرسل القمر الصناعي إلى الفضاء بواسطة صاروخ يستخدم العلماء التلسكوبات في الفضاء لأن الغلاف الجوي لكوكب الأرض يشوه بعض الضوء والرؤية, أرسل القمر الصناعي إلى الفضاء بواسطة صاروخ يستخدم العلماء التليسكوبات في الفضاء لأن الغلاف الجوي لكوكب الأرض يشوه بعض الضوء والرؤية,2.0764774959999386
data/raw/fleurs_subset/ar_012.wav,ar,بصفة عامة، يمكن أن يظهر سلوكان عندما يبدأ المديرون في قيادة أقرانهم السابقين أحدهما هو محاولة البقاء مثل الآخرين أو الأخريات, بصفة عامة يمكن أن يظهر سلوكان عندما يبدأ المديرون في قيادة أقرانهم السابقين، أحدهم هو محاولة البقاء مثل الآخرين أو الأخريات.,1.9966939019999472
data/raw/fleurs_subset/ar_013.wav,ar,يتصاعد من المصنع دخاناً أبيض وهذا ما أظهرته تقارير تلفزيونية, يتصعد من المصنع دخانا أبيض وهذا ما أظهرته تقارير تليفزيونية,1.2567549489999692
data/raw/fleurs_subset/ar_014.wav,ar,يمكنك أن تسمع صوت السيّاح والبائعين هنا دائماً عادةً فقصة الصوت والضوء تشبه قصة كتابٍ, يمكنك أن تسمع صوت السياح والبائعين هنا دائما عادة فقصة الصوت والضوء تشبه قصة كتاب,1.4772409429999698
data/raw/fleurs_subset/ar_015.wav,ar,لكن بسبب موقعها القريب من المناطق الاستوائية ببضع درجات فقط شمال الخط الاستوائي، فأنتم بحاجة للتعامل مع كلاهما: الحرارة العالية المستمرة والشمس اللافحة وذلك نادراً عندما تكون السماء صافية, لكن بسبب موقعها القريب من المناطق الاستوائية ببضع درجات فقط شمال الخط الاستوائي فأنتم بحاجة للتعامل مع كلاهما الحرارة العالية المستمرة والشمس اللافحة وذلك هنادرا عندما تكون السماء صافية,2.592496127000004
data/raw/fleurs_subset/ar_016.wav,ar,افترض الفيلسوف أرسطو أن كل شيء يتكون من مزيج من عنصر أو أكثر من أربعة عناصر هي الأرض والماء والهواء والنار, افترض الفيلسوف أرستو أن كل شيء يتكون من مزيج من عنصر أو أكثر من أربعة عناصر هي الأرض والماء والهواء والنار,2.0888583849999804
data/raw/fleurs_subset/ar_017.wav,ar,أدى مارتيلي أمس القسم في مجلس انتخابي مؤقت جديد مكون من تسعة أعضاء, قسم في مجلس انتخابي مؤقت جديد مكون من 9 أعضاء,1.1661554610000169
data/raw/fleurs_subset/ar_018.wav,ar,جرت التقاليد على أن وظيفة القوّات البحريّة هي ضمان قدرة بلدك على نقل شعبك وبضائعه بينما في الوقت نفسه اعتراض قدرة عدوّك على نقل شعبه وبضائعه, جارة التقاليد على أن وظيفة الكوات البحرية هي ضمان قدرة بلد على نقل شعبك وبضائحه بينما في الوقت نفسي اعترال قدرة أدوك على نقل شعبه وبضائحه,2.21886814100003
data/raw/fleurs_subset/ar_019.wav,ar,لا تشوه الموقع بوضع علامات أو الكتابات الخادشة على الجدران في المباني, لا تشوّي هالموقع بوضع علامات أو الكتابات الخادشة على الجدران في المباني.,1.3420280120000143
data/raw/fleurs_subset/ar_020.wav,ar,السبائك هي بشكل أساسي خليط من اثنين أو أكثر من المعادن لا تنسَ أن هناك العديد من العناصر في الجدول الدوري, السبائك هي بشكل أساسي خليط من اثنين أو اكثر من المعادل لا تنسى ان هناك العديد من العناصر في الجدول الدوري,1.6599807449999844
data/raw/fleurs_subset/ar_021.wav,ar,سَيسمح ذلك للاعبين بالتحكم في الأفعال والحركات في ألعاب الفيديو عن طريق التلويح بالجهاز في الهواء, سيسمح ذلك للعبين بالتحكم في الأفعال والحركات في ألعاب الفيديو عن طريق التلويح بالجهاز في الهواء,1.5671682900000403
data/raw/fleurs_subset/ar_022.wav,ar,نصنع بيوتنا وملابسنا من النباتات . معظم الطعام الذي نتناوله من النباتات كذلك. بدون النباتات، لا يمكن للحيوانات البقاء, نصنع بيوتنا وملابسنا من النباتات معظم الطعام الذي نتناوله من النباتات كذلك بدون النباتات لا يمكن للحيوانات البقاء,1.7588827719999929
data/raw/fleurs_subset/ar_023.wav,ar,إذا أردت أن تقترب من الأحداث فيجب عليك أن تدخل باكراً وذلك للحصول على موقع تخييم قريب من الموسيقى, إذا أرادت أن تقترب من الأحداث، فإن عليك أن تدخل باكرا وزلك للحصول على موقع تخيين قريب من الموسيقى,2.0104079829999364
data/raw/fleurs_subset/ar_024.wav,ar,الشوكولاتة الساخنة متوافقة مع المعايير البلجيكية عصائر الفاكهة ممتازة على الرغم من أنها باهظة الثمن, الشوكولات الساخنة متوافقة مع المعايير البلجيكية عصائر الفاكيه ممتازة على الرغم من أنها باهظت الثمن,1.9256134059999117
data/raw/fleurs_subset/ar_025.wav,ar,للأسف دراسة حركة السير صعبة لأنه لا يمكن توقع سلوك السائق بيقين مائة في المئة, للأسف درسة حركة السير صعبة لأنه لا يمكن توقع سلك السائق بيقي 100%,1.3233659630000147
data/raw/fleurs_subset/ar_026.wav,ar,لم يصدر تحذير عن تسونامي ووفقا لوكالة جاكرتا للجيوفيزياء لن يصدر تحذير عن تسونامي لأن الزلزال لم يستوف متطلبات 6.5 درجة, لم يصدر تحذير عن تسنامي ووفقاً لوكالة جاكارتا للجيو فزياء لن يصدر تحذير عن تسنامي لأن الزلزال لم يستوفي متطلبات 6.5 درجة.,2.2653505650000625
data/raw/fleurs_subset/ar_027.wav,ar,بالنسبة لمنتخب جنوب أفريقيا للرغبي أنهى هذا سلسلة هزائم استمرّت لخمس مباريات, بالنسبة لمنتكب جنوب أفريقيا للرغبي أنهى هذا سلسلة هزائم استمرت لخمس مباريات,1.513849346000029
data/raw/fleurs_subset/ar_028.wav,ar,فكر في مسار التزلج على الجليد باعتباره مسارًا مماثل للمشي لمسافات طويلة, تذكر في مصارة تزلج على الجليد باعتباره مصارة مماثل للمشي لمسافات طويلة,1.4594769789999873
data/raw/fleurs_subset/ar_029.wav,ar,التدوين هو أداة تلهم التعاون وتشجع الطلاب على توسيع نطاق التعلم إلى ما بعد اليوم الدراسي التقليدي, التدوين هو أداء تلهم التعاون وتشجع الطلاب على توسيع نطاق التعلم إلى ما بعد اليوم الدراسي التقليدي.,1.5525467569999591
